Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
The Snowman,Crime,Universal Pictures,China,English,2017,"
					
					119 mins",1.83,"49,317 ratings",16 fans,"71,953 members","10,792 lists","3,553 members"
Dan in Real Life,Comedy,Touchstone Pictures,USA,English,2007,"
					
					98 mins",3.27,"43,994 ratings",471 fans,"80,210 members","11,200 lists","12,921 members"
The Animal Kingdom,Science Fiction,StudioCanal,Belgium,French,2023,"
					
					127 mins",3.61,"40,432 ratings",437 fans,"47,412 members","10,457 lists","14,395 members"
Vampires,Fantasy,Largo Entertainment,USA,English,1998,"
					
					108 mins",2.92,"42,140 ratings",28 fans,"63,232 members","21,302 lists","10,551 members"
Blue,Romance,Omega Micott Inc.,Japan,Japanese,2002,"
					
					116 mins",3.82,"15,719 ratings",1K fans,"20,615 members","9,952 lists","9,477 members"
Catherine Called Birdy,Comedy,Working Title Films,UK,English,2022,"
					
					108 mins",3.48,"34,115 ratings",136 fans,"44,195 members","10,615 lists","12,026 members"
Streets of Fire,Action,Universal Pictures,USA,English,1984,"
					
					93 mins",3.53,"26,714 ratings",350 fans,"37,591 members","15,893 lists","11,381 members"
Faces,Drama,Maurice McEndree Productions,USA,English,1968,"
					
					130 mins",3.91,"20,095 ratings",215 fans,"31,642 members","24,869 lists","8,806 members"
Peter Pan & Wendy,Fantasy,Walt Disney Pictures,USA,English,2023,"
					
					106 mins",2.29,"39,036 ratings",1 fan,"47,709 members","16,367 lists","4,814 members"
"Where’d You Go, Bernadette",Drama,Annapurna Pictures,USA,English,2019,"
					
					109 mins",3.07,"37,650 ratings",108 fans,"53,712 members","12,420 lists","8,758 members"
47 Ronin,Action,Mid Atlantic Films,Japan,English,2013,"
					
					119 mins",2.51,"58,424 ratings",53 fans,"98,765 members","8,621 lists","9,018 members"
Villains,Thriller,Bron Studios,Canada,English,2019,"
					
					89 mins",3.16,"40,186 ratings",68 fans,"50,747 members","11,108 lists","11,714 members"
On the Basis of Sex,Drama,Participant,USA,English,2018,"
					
					120 mins",3.43,"41,658 ratings",110 fans,"63,390 members","11,269 lists","11,258 members"
The Highwaymen,Drama,Casey Silver Productions,USA,English,2019,"
					
					133 mins",3.14,"55,849 ratings",39 fans,"77,916 members","9,136 lists","11,496 members"
Maniac,Horror,Magnum Motion Pictures Inc.,USA,English,1980,"
					
					88 mins",3.36,"31,763 ratings",140 fans,"44,453 members","22,225 lists","11,078 members"
The Hourglass Sanatorium,Drama,"Zespół Filmowy ""Silesia""",Poland,Polish,1973,"
					
					119 mins",3.98,"11,851 ratings",363 fans,"17,449 members","14,815 lists","6,141 members"
La Femme Nikita,Thriller,Gaumont,France,French,1990,"
					
					117 mins",3.61,"32,983 ratings",193 fans,"57,443 members","14,070 lists","10,891 members"
Another Earth,Science Fiction,Artists Public Domain,USA,English,2011,"
					
					92 mins",3.47,"37,854 ratings",391 fans,"60,562 members","12,435 lists","12,371 members"
American Gigolo,Mystery,Paramount,USA,English,1980,"
					
					117 mins",3.43,"29,430 ratings",78 fans,"46,074 members","14,434 lists","9,296 members"
Free Willy,Adventure,Donner/Shuler-Donner Productions,USA,English,1993,"
					
					112 mins",2.91,"57,613 ratings",271 fans,"160,374 members","10,757 lists","11,071 members"
Maniac,Horror,La Petite Reine,France,English,2012,"
					
					89 mins",3.2,"33,234 ratings",53 fans,"48,866 members","15,503 lists","9,097 members"
Death in Venice,Romance,Alfa Cinematografica,France,Italian,1971,"
					
					131 mins",3.72,"22,807 ratings",409 fans,"36,008 members","18,027 lists","8,396 members"
Mystic Pizza,Comedy,Night Light Films,USA,English,1988,"
					
					104 mins",3.25,"36,122 ratings",246 fans,"65,229 members","13,765 lists","12,505 members"
The Dark and the Wicked,Drama,Travelling Picture Show Company,USA,English,2020,"
					
					95 mins",3.05,"36,587 ratings",46 fans,"45,249 members","13,181 lists","8,500 members"
Rambo III,Thriller,TriStar Pictures,USA,English,1988,"
					
					102 mins",2.75,"55,447 ratings",49 fans,"97,548 members","15,002 lists","11,284 members"
Dora and the Lost City of Gold,Comedy,Nickelodeon Movies,Australia,English,2019,"
					
					102 mins",2.64,"51,299 ratings",59 fans,"79,552 members","12,152 lists","10,208 members"
Mr. Harrigan’s Phone,Mystery,Ryan Murphy Productions,USA,English,2022,"
					
					105 mins",2.39,"48,963 ratings",15 fans,"61,135 members","10,927 lists","6,640 members"
Running on Empty,Drama,Double Play,USA,English,1988,"
					
					116 mins",3.94,"23,217 ratings",587 fans,"33,837 members","12,926 lists","11,804 members"
About Schmidt,Comedy,Avery Pix,USA,English,2002,"
					
					125 mins",3.6,"38,804 ratings",74 fans,"68,734 members","14,007 lists","10,648 members"
The Broken Hearts Gallery,Comedy,No Trace Camping,USA,English,2020,"
					
					109 mins",3.3,"35,790 ratings",206 fans,"49,028 members","13,243 lists","12,857 members"
Point Blank,Crime,Winkler Films,USA,English,1967,"
					
					92 mins",3.91,"25,497 ratings",174 fans,"37,839 members","22,915 lists","11,009 members"
The Rocketeer,Adventure,Walt Disney Pictures,USA,English,1991,"
					
					108 mins",3.4,"38,018 ratings",194 fans,"69,800 members","15,072 lists","14,339 members"
Lara Croft: Tomb Raider – The Cradle of Life,Adventure,Paramount,Germany,English,2003,"
					
					117 mins",2.39,"59,390 ratings",34 fans,"137,873 members","10,443 lists","8,714 members"
"One Sings, the Other Doesn’t",Drama,Ciné-Tamaris,Belgium,French,1977,"
					
					120 mins",4.07,"16,681 ratings",510 fans,"23,831 members","17,236 lists","9,614 members"
Songs from the Second Floor,Comedy,SVT Drama,Sweden,Swedish,2000,"
					
					99 mins",4.04,"21,087 ratings",442 fans,"32,648 members","16,625 lists","9,770 members"
Weekend at Bernie’s,Comedy,Gladden Entertainment,USA,English,1989,"
					
					97 mins",3.15,"41,047 ratings",178 fans,"76,150 members","11,985 lists","12,758 members"
The Seventh Continent,Drama,Wega Film Vienna,Austria,German,1989,"
					
					107 mins",4.01,"25,314 ratings",523 fans,"36,405 members","15,638 lists","10,427 members"
The Karate Kid Part III,Action,Columbia Pictures,USA,English,1989,"
					
					112 mins",2.71,"58,468 ratings",61 fans,"110,187 members","10,739 lists","13,262 members"
The Brown Bunny,Drama,Kinétique,France,English,2003,"
					
					93 mins",3.22,"19,477 ratings",414 fans,"31,418 members","12,221 lists","7,261 members"
Exotica,Drama,Alliance Entertainment,Canada,English,1994,"
					
					104 mins",3.94,"21,309 ratings",390 fans,"30,975 members","17,683 lists","9,623 members"
The Toxic Avenger,Comedy,Troma Entertainment,USA,English,1984,"
					
					82 mins",3.34,"37,739 ratings",260 fans,"58,776 members","18,679 lists","15,614 members"
The Eyes of My Mother,Drama,Tandem Pictures,USA,English,2016,"
					
					76 mins",3.37,"27,766 ratings",195 fans,"36,699 members","14,861 lists","8,561 members"
Tom at the Farm,Thriller,MK2 Films,Canada,French,2013,"
					
					105 mins",3.57,"34,540 ratings",300 fans,"51,607 members","12,853 lists","11,536 members"
How to Talk to Girls at Parties,Science Fiction,See-Saw Films,UK,English,2017,"
					
					103 mins",2.93,"28,771 ratings",183 fans,"41,273 members","13,589 lists","8,094 members"
Giant,Drama,Warner Bros. Pictures,USA,English,1956,"
					
					201 mins",3.85,"25,120 ratings",245 fans,"42,166 members","24,453 lists","9,864 members"
Clerks II,Comedy,View Askew Productions,USA,English,2006,"
					
					97 mins",3.26,"52,932 ratings",193 fans,"91,435 members","14,108 lists","16,510 members"
Something Borrowed,Drama,Wild Ocean Films,USA,English,2011,"
					
					112 mins",2.41,"43,231 ratings",148 fans,"80,173 members","11,320 lists","7,967 members"
Sharper,Thriller,A24,USA,English,2023,"
					
					115 mins",3.14,"36,432 ratings",23 fans,"43,853 members","13,643 lists","7,807 members"
A Moment of Innocence,Drama,Pakhshiran,Iran,Persian (Farsi),1996,"
					
					78 mins",4.21,"14,028 ratings",489 fans,"20,939 members","14,813 lists","8,224 members"
Philomena,Drama,Baby Cow Productions,UK,English,2013,"
					
					98 mins",3.68,"45,774 ratings",51 fans,"74,946 members","15,713 lists","12,203 members"
The Duke of Burgundy,Romance,Pioneer Pictures,Hungary,English,2014,"
					
					104 mins",3.65,"23,679 ratings",188 fans,"33,838 members","17,993 lists","8,445 members"
Saint Omer,Crime,Srab Films,France,French,2022,"
					
					123 mins",3.76,"25,145 ratings",138 fans,"33,376 members","15,949 lists","8,541 members"
Suspicion,Thriller,RKO Radio Pictures,USA,English,1941,"
					
					99 mins",3.53,"33,896 ratings",28 fans,"51,991 members","22,522 lists","9,487 members"
Cry Macho,Drama,Malpaso Productions,USA,English,2021,"
					
					104 mins",2.76,"41,121 ratings",9 fans,"51,288 members","14,553 lists","8,428 members"
Old Joy,Drama,Washington Square Films,USA,English,2006,"
					
					73 mins",3.76,"25,720 ratings",476 fans,"36,535 members","16,921 lists","11,438 members"
Like Stars on Earth,Drama,Aamir Khan Productions,India,Hindi,2007,"
					
					162 mins",3.92,"48,152 ratings",745 fans,"87,917 members","12,573 lists","19,366 members"
Miss Congeniality 2: Armed and Fabulous,Comedy,Village Roadshow Pictures,USA,English,2005,"
					
					115 mins",2.64,"52,748 ratings",34 fans,"134,968 members","9,740 lists","11,602 members"
Dragon Ball Super: Broly,Science Fiction,Toei Animation,Japan,Japanese,2018,"
					
					99 mins",3.79,"56,105 ratings",921 fans,"73,898 members","11,366 lists","23,903 members"
The VelociPastor,Action,WildEye Releasing,USA,English,2018,"
					
					75 mins",3.05,"33,113 ratings",491 fans,"43,449 members","10,207 lists","13,595 members"
Mary and the Witch’s Flower,Adventure,STUDIO PONOC,Japan,Japanese,2017,"
					
					103 mins",3.37,"39,349 ratings",74 fans,"60,944 members","12,142 lists","12,024 members"
Lost River,Mystery,Bold Films,USA,English,2014,"
					
					95 mins",3.09,"23,218 ratings",87 fans,"34,272 members","12,610 lists","6,348 members"
"Paris, 13th District",Drama,Page 114,France,French,2021,"
					
					106 mins",3.58,"31,780 ratings",168 fans,"41,742 members","11,085 lists","10,220 members"
Beneath the Planet of the Apes,Mystery,APJAC Productions,USA,English,1970,"
					
					95 mins",2.78,"43,933 ratings",29 fans,"64,722 members","19,151 lists","9,794 members"
The Courier,Thriller,SunnyMarch,UK,English,2020,"
					
					112 mins",3.37,"46,482 ratings",21 fans,"60,728 members","9,324 lists","10,351 members"
Eragon,Family,Fox 2000 Pictures,UK,English,2006,"
					
					104 mins",1.76,"65,093 ratings",65 fans,"141,491 members","8,911 lists","5,775 members"
Keanu,Comedy,New Line Cinema,USA,English,2016,"
					
					100 mins",2.99,"50,935 ratings",26 fans,"82,863 members","10,517 lists","12,383 members"
Need for Speed,Action,DreamWorks Pictures,India,English,2014,"
					
					132 mins",2.57,"59,364 ratings",240 fans,"100,080 members","9,615 lists","10,455 members"
"The Devil, Probably",Drama,G.M.F. Productions,France,French,1977,"
					
					97 mins",3.88,"15,672 ratings",419 fans,"23,998 members","13,253 lists","7,585 members"
The Silence,Horror,Constantin Film,Canada,English,2019,"
					
					90 mins",2.1,"58,659 ratings",23 fans,"86,027 members","9,924 lists","6,196 members"
Diary of a Country Priest,Drama,UGC Films,France,French,1951,"
					
					115 mins",4.07,"19,734 ratings",311 fans,"30,735 members","22,003 lists","8,750 members"
When We First Met,Fantasy,Footprint Features,USA,English,2018,"
					
					97 mins",2.62,"55,835 ratings",38 fans,"100,646 members","10,578 lists","10,430 members"
Case 39,Horror,Paramount Vantage,Canada,English,2009,"
					
					109 mins",2.62,"55,329 ratings",34 fans,"92,908 members","10,757 lists","8,593 members"
Husbands,Comedy,Faces Music,USA,English,1970,"
					
					131 mins",3.8,"19,054 ratings",298 fans,"28,218 members","15,933 lists","8,574 members"
The Chronicles of Riddick,Action,Radar Pictures,USA,English,2004,"
					
					119 mins",2.86,"55,976 ratings",106 fans,"111,807 members","11,234 lists","12,652 members"
Great Freedom,Drama,FreibeuterFilm,Austria,German,2021,"
					
					116 mins",3.96,"25,206 ratings",194 fans,"31,772 members","12,157 lists","10,305 members"
I Feel Pretty,Romance,Wonderland Sound and Vision,China,English,2018,"
					
					110 mins",2.41,"54,580 ratings",26 fans,"97,820 members","10,122 lists","7,937 members"
The Pirates! In an Adventure with Scientists!,Animation,Aardman,UK,English,2012,"
					
					88 mins",3.34,"51,225 ratings",99 fans,"94,748 members","14,644 lists","16,080 members"
Little Monsters,Horror,Screen Australia,Australia,English,2019,"
					
					94 mins",3.22,"39,204 ratings",45 fans,"51,478 members","15,815 lists","12,014 members"
Forbidden Planet,Adventure,Metro-Goldwyn-Mayer,USA,English,1956,"
					
					98 mins",3.61,"29,457 ratings",155 fans,"49,103 members","23,190 lists","11,124 members"
¡Three Amigos!,Western,L.A. Films,USA,English,1986,"
					
					103 mins",3.27,"46,451 ratings",245 fans,"89,507 members","13,205 lists","16,410 members"
Metropolitan,Romance,Westerly Films,USA,English,1990,"
					
					99 mins",3.82,"26,460 ratings",506 fans,"39,533 members","16,948 lists","11,830 members"
Dead Man’s Shoes,Crime,EM Media,UK,English,2004,"
					
					90 mins",3.77,"29,333 ratings",651 fans,"39,547 members","12,176 lists","10,858 members"
The Heartbreak Kid,Romance,20th Century Fox,USA,English,1972,"
					
					105 mins",3.92,"16,654 ratings",258 fans,"23,647 members","18,439 lists","8,073 members"
Before We Go,Comedy,Wonderland Sound and Vision,USA,English,2014,"
					
					89 mins",3.07,"41,727 ratings",256 fans,"73,103 members","9,236 lists","12,357 members"
Mimic,Horror,Dimension Films,USA,English,1997,"
					
					105 mins",2.96,"36,562 ratings",12 fans,"59,791 members","17,104 lists","8,306 members"
The Nanny Diaries,Drama,The Weinstein Company,USA,English,2007,"
					
					106 mins",3.03,"44,361 ratings",104 fans,"89,861 members","10,341 lists","12,227 members"
The Counselor,Thriller,Scott Free Productions,Spain,English,2013,"
					
					117 mins",2.67,"40,264 ratings",40 fans,"60,328 members","14,449 lists","6,535 members"
Bull Durham,Romance,The Mount Company,USA,English,1988,"
					
					108 mins",3.53,"37,839 ratings",367 fans,"62,678 members","20,530 lists","13,671 members"
United 93,Action,Sidney Kimmel Entertainment,France,English,2006,"
					
					111 mins",3.72,"44,030 ratings",40 fans,"73,985 members","16,789 lists","10,852 members"
They/Them,Horror,Blumhouse Productions,USA,English,2022,"
					
					101 mins",1.65,"36,501 ratings",14 fans,"43,420 members","12,253 lists","2,944 members"
The Three Musketeers: D’Artagnan,Adventure,Pathé,Belgium,French,2023,"
					
					121 mins",3.4,"46,761 ratings",71 fans,"57,658 members","10,140 lists","12,586 members"
Scary Movie 5,Comedy,Dimension Films,USA,English,2013,"
					
					86 mins",1.56,"58,496 ratings",42 fans,"111,579 members","10,139 lists","6,113 members"
Lords of Dogtown,Drama,Columbia Pictures,Germany,English,2005,"
					
					107 mins",3.61,"35,688 ratings",725 fans,"64,229 members","10,440 lists","15,219 members"
Bloodshot,Adventure,Cross Creek Pictures,Canada,English,2020,"
					
					110 mins",2.14,"53,080 ratings",8 fans,"73,493 members","13,182 lists","6,265 members"
Wait Until Dark,Thriller,Warner Bros. Pictures,USA,English,1967,"
					
					108 mins",3.89,"27,716 ratings",154 fans,"41,409 members","18,085 lists","11,860 members"
Cobra,Action,The Cannon Group,USA,English,1986,"
					
					87 mins",2.97,"42,713 ratings",117 fans,"68,344 members","14,683 lists","12,456 members"
Frozen,Thriller,ArieScope Pictures,USA,English,2010,"
					
					93 mins",2.67,"49,964 ratings",29 fans,"80,601 members","12,093 lists","8,881 members"
Dark Water,Thriller,Office Augusta Co. Ltd.,Japan,Japanese,2002,"
					
					101 mins",3.46,"30,116 ratings",100 fans,"47,463 members","17,160 lists","9,673 members"
Johnny English Strikes Again,Comedy,Working Title Films,UK,English,2018,"
					
					89 mins",2.76,"60,936 ratings",45 fans,"105,498 members","7,971 lists","10,718 members"
The Strangers: Chapter 1,Thriller,Fifth Element Productions,UK,English,2024,"
					
					91 mins",2.08,"31,321 ratings",24 fans,"34,674 members","11,568 lists","4,070 members"
Kiss Me Deadly,Mystery,Parklane Pictures Inc.,USA,English,1955,"
					
					106 mins",3.97,"22,786 ratings",152 fans,"34,905 members","28,265 lists","10,220 members"
if…,Drama,Paramount,UK,English,1968,"
					
					112 mins",3.77,"23,824 ratings",276 fans,"38,112 members","22,478 lists","8,542 members"
Tom Clancy’s Without Remorse,Action,Weed Road Pictures,USA,English,2021,"
					
					109 mins",2.58,"50,544 ratings",12 fans,"65,922 members","10,809 lists","8,115 members"
The Smurfs 2,Comedy,NeoReel,USA,English,2013,"
					
					105 mins",1.96,"64,546 ratings",43 fans,"149,676 members","10,238 lists","7,387 members"
Grimsby,Comedy,Columbia Pictures,UK,English,2016,"
					
					83 mins",2.65,"57,077 ratings",119 fans,"85,308 members","8,520 lists","10,367 members"
Once Upon a Time in Mexico,Action,Columbia Pictures,USA,English,2003,"
					
					102 mins",3.0,"50,200 ratings",52 fans,"99,695 members","11,134 lists","12,076 members"
John Mulaney: The Comeback Kid,Comedy,3 Arts Entertainment,USA,English,2015,"
					
					62 mins",4.15,"46,565 ratings",35 fans,"101,294 members","7,395 lists","28,273 members"
Annie,Drama,Marcy Media,USA,English,2014,"
					
					119 mins",2.72,"54,177 ratings",397 fans,"115,567 members","11,598 lists","12,862 members"
Stray Dog,Drama,Film Art Association,Japan,Japanese,1949,"
					
					122 mins",3.98,"24,906 ratings",136 fans,"35,980 members","20,700 lists","10,804 members"
Trouble in Paradise,Comedy,Paramount,USA,English,1932,"
					
					83 mins",4.09,"22,730 ratings",251 fans,"34,047 members","25,662 lists","11,122 members"
Muppet Treasure Island,Comedy,Walt Disney Pictures,UK,English,1996,"
					
					100 mins",3.51,"43,236 ratings",531 fans,"90,160 members","14,666 lists","18,005 members"
Make Way for Tomorrow,Romance,Paramount,USA,English,1937,"
					
					92 mins",4.22,"14,811 ratings",120 fans,"21,480 members","23,828 lists","7,547 members"
Silent Night,Horror,Marv,UK,English,2021,"
					
					92 mins",2.91,"35,147 ratings",13 fans,"43,811 members","12,652 lists","6,893 members"
Monster Hunter,Adventure,Capcom,China,English,2020,"
					
					104 mins",2.01,"46,506 ratings",14 fans,"59,811 members","11,393 lists","5,549 members"
Girl with a Pearl Earring,Romance,Archer Street Productions,France,English,2003,"
					
					101 mins",3.19,"33,080 ratings",45 fans,"68,676 members","9,006 lists","7,359 members"
Stolen Kisses,Comedy,Les Films du Carrosse,France,French,1968,"
					
					90 mins",3.9,"25,369 ratings",309 fans,"38,325 members","16,333 lists","11,187 members"
Leprechaun,Comedy,Lionsgate,USA,English,1993,"
					
					91 mins",2.35,"44,134 ratings",38 fans,"73,801 members","18,311 lists","9,505 members"
Hostel: Part II,Horror,Next Entertainment,USA,English,2007,"
					
					93 mins",2.7,"51,589 ratings",83 fans,"84,183 members","15,736 lists","10,794 members"
Bingo: The King of the Mornings,Comedy,Warner Bros. Pictures,Brazil,Portuguese,2017,"
					
					113 mins",3.87,"39,068 ratings",326 fans,"45,534 members","7,556 lists","15,816 members"
The Rescuers Down Under,Adventure,Walt Disney Pictures,USA,English,1990,"
					
					77 mins",3.2,"47,299 ratings",24 fans,"116,220 members","21,002 lists","13,541 members"
The Brothers Grimm,Fantasy,Summit Entertainment,UK,English,2005,"
					
					118 mins",2.71,"49,704 ratings",26 fans,"109,199 members","10,581 lists","8,675 members"
Prisoners of the Ghostland,Fantasy,ELEVEN ARTS Studios,USA,English,2021,"
					
					103 mins",2.45,"29,138 ratings",7 fans,"36,922 members","14,731 lists","5,186 members"
Bully,Crime,StudioCanal,France,English,2001,"
					
					113 mins",3.41,"27,129 ratings",278 fans,"41,713 members","10,920 lists","9,254 members"
Dicks: The Musical,Comedy,A24,USA,English,2023,"
					
					86 mins",2.96,"28,845 ratings",59 fans,"35,419 members","13,354 lists","8,651 members"
Psycho II,Thriller,Universal Pictures,USA,English,1983,"
					
					113 mins",3.39,"33,800 ratings",71 fans,"49,649 members","20,129 lists","12,099 members"
The Upside,Comedy,Escape Artists,USA,English,2017,"
					
					126 mins",3.22,"49,828 ratings",97 fans,"75,886 members","9,506 lists","13,113 members"
Bug,Drama,LIFT Productions,Germany,English,2006,"
					
					98 mins",3.51,"28,696 ratings",69 fans,"41,989 members","16,717 lists","9,814 members"
Black Mirror: Men Against Fire,Drama,,UK,English,2016,"
					
					60 mins",3.13,"58,437 ratings",3 fans,"123,513 members","11,550 lists","11,063 members"
Kronk’s New Groove,Animation,Disney Television Animation,USA,English,2005,"
					
					75 mins",3.01,"53,868 ratings",85 fans,"130,239 members","10,701 lists","15,053 members"
"Throw Away Your Books, Rally in the Streets",Drama,Jinriki Hikoki Sha,Japan,Japanese,1971,"
					
					137 mins",4.16,"11,299 ratings",636 fans,"16,823 members","12,359 lists","6,875 members"
Maborosi,Drama,TV Man Union,Japan,Japanese,1995,"
					
					110 mins",4.09,"17,518 ratings",535 fans,"24,365 members","13,572 lists","8,930 members"
Beethoven,Family,Northern Lights Entertainment,USA,English,1992,"
					
					87 mins",2.77,"54,766 ratings",57 fans,"158,887 members","9,908 lists","10,235 members"
2 Guns,Comedy,Universal Pictures,USA,English,2013,"
					
					109 mins",2.87,"58,366 ratings",29 fans,"97,260 members","9,436 lists","10,648 members"
Beanpole,Drama,Non-Stop Productions,Russian Federation,Russian,2019,"
					
					134 mins",3.81,"24,637 ratings",183 fans,"34,309 members","13,508 lists","8,439 members"
Waitress,Comedy,Night & Day Pictures,USA,English,2007,"
					
					108 mins",3.63,"30,042 ratings",441 fans,"54,734 members","13,743 lists","13,265 members"
The Wicker Man,Thriller,Millennium Media,Germany,English,2006,"
					
					102 mins",1.94,"44,815 ratings",36 fans,"78,825 members","15,116 lists","6,362 members"
The Ladykillers,Thriller,Touchstone Pictures,USA,English,2004,"
					
					104 mins",2.88,"46,946 ratings",13 fans,"82,270 members","16,067 lists","8,194 members"
To Have and Have Not,Adventure,Warner Bros. Pictures,USA,English,1944,"
					
					100 mins",3.89,"27,391 ratings",191 fans,"43,035 members","21,453 lists","11,538 members"
Shame,War,SF Studios,Sweden,Swedish,1968,"
					
					103 mins",4.18,"20,452 ratings",204 fans,"29,524 members","21,654 lists","9,323 members"
Come to Daddy,Mystery,Scythia Films,Ireland,English,2019,"
					
					96 mins",3.1,"36,954 ratings",17 fans,"46,886 members","12,850 lists","9,035 members"
Secret of the Wings,Fantasy,DisneyToon Studios,India,English,2012,"
					
					75 mins",3.45,"50,715 ratings",291 fans,"120,889 members","12,458 lists","18,479 members"
Frost/Nixon,History,Universal Pictures,France,English,2008,"
					
					122 mins",3.72,"42,580 ratings",42 fans,"71,243 members","15,678 lists","11,334 members"
Evolution,Action,DreamWorks Pictures,USA,English,2001,"
					
					101 mins",2.8,"53,081 ratings",95 fans,"103,295 members","9,474 lists","12,428 members"
The Ruins,Horror,Spyglass Entertainment,USA,English,2008,"
					
					91 mins",2.8,"45,378 ratings",28 fans,"65,198 members","14,292 lists","9,334 members"
Anna and the Apocalypse,Comedy,Parkhouse Pictures,UK,English,2017,"
					
					98 mins",3.1,"33,297 ratings",132 fans,"42,625 members","19,780 lists","10,328 members"
Tolkien,Romance,Fox Searchlight Pictures,USA,English,2019,"
					
					112 mins",3.14,"38,321 ratings",88 fans,"55,171 members","10,151 lists","8,868 members"
Wolf Creek,Thriller,Dimension Films,Australia,English,2005,"
					
					104 mins",3.01,"40,858 ratings",45 fans,"64,701 members","17,613 lists","9,097 members"
The Italian Job,Comedy,Paramount,UK,English,1969,"
					
					99 mins",3.52,"34,579 ratings",403 fans,"55,199 members","13,569 lists","11,210 members"
Journey to Italy,Romance,Sveva Film,Italy,Italian,1954,"
					
					85 mins",3.82,"22,311 ratings",112 fans,"34,210 members","25,096 lists","8,116 members"
Pete’s Dragon,Family,Whitaker Entertainment,USA,English,2016,"
					
					103 mins",3.09,"46,171 ratings",35 fans,"80,804 members","14,976 lists","10,688 members"
Sydney White,Comedy,Morgan Creek Entertainment,USA,English,2007,"
					
					108 mins",2.74,"43,378 ratings",56 fans,"95,331 members","11,334 lists","10,835 members"
The Monster Squad,Horror,TriStar Pictures,USA,English,1987,"
					
					82 mins",3.4,"36,418 ratings",330 fans,"54,861 members","22,484 lists","14,940 members"
Magic in the Moonlight,Drama,Perdido Productions,France,English,2014,"
					
					98 mins",2.97,"43,317 ratings",45 fans,"74,083 members","9,895 lists","8,422 members"
Aparajito,Drama,Epic Productions,India,"Bengali, Bangla",1956,"
					
					110 mins",4.22,"20,035 ratings",160 fans,"29,276 members","23,976 lists","10,164 members"
Shane,Drama,Paramount,USA,English,1953,"
					
					118 mins",3.72,"28,709 ratings",125 fans,"46,479 members","27,209 lists","9,392 members"
47 Meters Down: Uncaged,Drama,The Fyzz,USA,English,2019,"
					
					90 mins",2.11,"50,550 ratings",35 fans,"72,739 members","12,500 lists","6,365 members"
Star Trek IV: The Voyage Home,Science Fiction,Paramount,USA,English,1986,"
					
					118 mins",3.69,"43,931 ratings",633 fans,"75,471 members","21,287 lists","19,213 members"
Before I Wake,Horror,MICA Entertainment,USA,English,2016,"
					
					97 mins",2.84,"46,797 ratings",73 fans,"70,806 members","12,930 lists","9,298 members"
Spenser Confidential,Thriller,Film 44,USA,English,2020,"
					
					110 mins",2.45,"57,850 ratings",11 fans,"84,360 members","10,470 lists","8,380 members"
The Silence,Romance,SF Studios,Sweden,Swedish,1963,"
					
					95 mins",3.98,"24,914 ratings",129 fans,"38,153 members","22,215 lists","9,665 members"
The Addiction,Horror,Fast Films,USA,English,1995,"
					
					82 mins",3.62,"22,781 ratings",143 fans,"32,254 members","19,433 lists","9,380 members"
A Better Tomorrow,Drama,"Cinema City Co., Ltd.",Hong Kong,Cantonese,1986,"
					
					95 mins",3.87,"26,352 ratings",271 fans,"37,937 members","15,233 lists","11,531 members"
Phineas and Ferb: The Movie: Across the 2nd Dimension,TV Movie,Disney Television Animation,USA,English,2011,"
					
					78 mins",3.6,"53,045 ratings",231 fans,"122,892 members","9,925 lists","20,382 members"
The Out-Laws,Romance,Happy Madison Productions,USA,English,2023,"
					
					95 mins",2.18,"48,948 ratings",7 fans,"61,560 members","9,401 lists","6,272 members"
"Batman: The Long Halloween, Part One",Action,DC Entertainment,USA,English,2021,"
					
					85 mins",3.48,"44,362 ratings",28 fans,"57,709 members","17,677 lists","15,080 members"
Dating Amber,Drama,Tilted Pictures,Ireland,English,2020,"
					
					92 mins",3.59,"33,278 ratings",174 fans,"42,960 members","12,635 lists","13,322 members"
Bad Taste,Action,WingNut Films,New Zealand,English,1987,"
					
					92 mins",3.27,"31,567 ratings",146 fans,"50,653 members","17,648 lists","11,168 members"
Love & Pop,Drama,Toei Company,Japan,Japanese,1998,"
					
					110 mins",4.1,"14,750 ratings",806 fans,"20,303 members","11,900 lists","9,226 members"
Lovesong,Romance,Soandbrad,USA,English,2016,"
					
					85 mins",3.4,"19,421 ratings",119 fans,"28,962 members","12,679 lists","6,413 members"
Microhabitat,Romance,KwangHwaMoon Cinema,South Korea,Korean,2017,"
					
					106 mins",3.96,"19,044 ratings",717 fans,"25,161 members","11,258 lists","10,101 members"
The Switch,Comedy,Mandate Pictures,USA,English,2010,"
					
					101 mins",2.74,"50,570 ratings",55 fans,"110,839 members","8,988 lists","9,759 members"
A Star Is Born,Romance,Transcona Enterprises,USA,English,1954,"
					
					176 mins",3.87,"20,975 ratings",167 fans,"34,612 members","23,295 lists","8,395 members"
Babette’s Feast,Drama,Rungstedlundfonden,Denmark,Danish,1987,"
					
					102 mins",4.01,"22,385 ratings",570 fans,"35,140 members","20,064 lists","10,572 members"
Greenberg,Drama,Scott Rudin Productions,USA,English,2010,"
					
					107 mins",3.16,"34,370 ratings",25 fans,"55,205 members","11,342 lists","7,330 members"
