Movie Name,Genre,Studio,Country,Primary Language,Release Year,Duration,Avg Rating,Raters,Fans,Watched,Lists,Likes
Batman Begins,Crime,Warner Bros. Pictures,UK,English,2005,"
					
					140 mins",3.8,"1,101,743 ratings",3K fans,"1,866,667 members","234,798 lists","484,963 members"
The Hunger Games: Catching Fire,Science Fiction,Lionsgate,USA,English,2013,"
					
					146 mins",3.8,"1,050,102 ratings",24K fans,"1,921,362 members","129,561 lists","476,281 members"
Harry Potter and the Goblet of Fire,Adventure,Warner Bros. Pictures,UK,English,2005,"
					
					157 mins",3.81,"1,096,743 ratings",7K fans,"2,212,737 members","160,392 lists","523,982 members"
Star Wars: The Force Awakens,Action,Lucasfilm Ltd.,USA,English,2015,"
					
					136 mins",3.31,"1,166,893 ratings",1.6K fans,"2,052,748 members","207,222 lists","465,583 members"
Harry Potter and the Chamber of Secrets,Fantasy,Warner Bros. Pictures,UK,English,2002,"
					
					161 mins",3.58,"1,100,977 ratings",2.1K fans,"2,248,240 members","150,918 lists","494,740 members"
The Prestige,Science Fiction,Warner Bros. Pictures,UK,English,2006,"
					
					130 mins",4.23,"901,606 ratings",23K fans,"1,376,997 members","223,023 lists","456,534 members"
Captain America: The Winter Soldier,Adventure,Marvel Studios,USA,English,2014,"
					
					136 mins",3.71,"1,107,837 ratings",8.7K fans,"2,039,213 members","254,591 lists","516,866 members"
Psycho,Mystery,Shamley Productions,USA,English,1960,"
					
					109 mins",4.32,"762,079 ratings",12K fans,"1,227,444 members","282,549 lists","418,621 members"
The Witch,Drama,Very Special Projects,Canada,English,2015,"
					
					92 mins",3.84,"860,904 ratings",13K fans,"1,212,392 members","247,481 lists","403,742 members"
Bohemian Rhapsody,Drama,20th Century Fox,UK,English,2018,"
					
					135 mins",3.42,"1,093,618 ratings",5.6K fans,"1,780,324 members","112,680 lists","451,008 members"
The French Dispatch,Drama,Searchlight Pictures,USA,English,2021,"
					
					108 mins",3.68,"701,335 ratings",4.8K fans,"942,572 members","176,940 lists","289,033 members"
The Lion King,Animation,Walt Disney Pictures,USA,English,1994,"
					
					89 mins",4.22,"1,095,449 ratings",14K fans,"2,298,992 members","176,571 lists","591,487 members"
Amélie,Romance,Victoires Productions,France,French,2001,"
					
					122 mins",4.16,"690,247 ratings",44K fans,"1,170,242 members","189,651 lists","422,062 members"
Babylon,Comedy,Paramount,USA,English,2022,"
					
					189 mins",3.82,"610,234 ratings",17K fans,"740,019 members","185,389 lists","264,704 members"
Schindler’s List,History,Amblin Entertainment,USA,English,1993,"
					
					195 mins",4.52,"725,175 ratings",15K fans,"1,226,162 members","211,669 lists","378,889 members"
Barbarian,Mystery,BoulderLight Pictures,USA,English,2022,"
					
					103 mins",3.5,"797,537 ratings",2.2K fans,"975,646 members","173,934 lists","286,340 members"
The Whale,Drama,A24,USA,English,2022,"
					
					117 mins",3.65,"670,854 ratings",2.7K fans,"822,961 members","143,750 lists","228,098 members"
The Lobster,Drama,Scarlet Films,France,English,2015,"
					
					119 mins",3.78,"723,205 ratings",9.9K fans,"1,044,308 members","168,204 lists","305,713 members"
Harry Potter and the Deathly Hallows: Part 2,Fantasy,Warner Bros. Pictures,UK,English,2011,"
					
					130 mins",3.96,"1,036,871 ratings",4.4K fans,"2,117,830 members","162,300 lists","493,073 members"
Priscilla,Romance,American Zoetrope,Italy,English,2023,"
					
					110 mins",3.57,"617,467 ratings",8.3K fans,"720,070 members","145,656 lists","235,133 members"
Princess Mononoke,Adventure,Studio Ghibli,Japan,Japanese,1997,"
					
					134 mins",4.37,"785,444 ratings",37K fans,"1,206,093 members","217,646 lists","485,612 members"
Star Wars: Episode III – Revenge of the Sith,Science Fiction,Lucasfilm Ltd.,USA,English,2005,"
					
					140 mins",3.81,"995,962 ratings",42K fans,"1,731,843 members","230,663 lists","481,508 members"
Ex Machina,Science Fiction,DNA Films,UK,English,2015,"
					
					108 mins",3.98,"874,525 ratings",7K fans,"1,332,956 members","178,807 lists","422,809 members"
The Boy and the Heron,Animation,Studio Ghibli,Japan,Japanese,2023,"
					
					124 mins",3.96,"590,577 ratings",3.2K fans,"705,674 members","169,706 lists","270,033 members"
Return of the Jedi,Action,Lucasfilm Ltd.,USA,English,1983,"
					
					132 mins",4.04,"995,822 ratings",10K fans,"1,789,593 members","232,571 lists","527,462 members"
There Will Be Blood,Drama,Paramount Vantage,USA,English,2007,"
					
					158 mins",4.45,"697,359 ratings",29K fans,"981,582 members","230,621 lists","369,706 members"
Don’t Worry Darling,Thriller,Vertigo Entertainment,USA,English,2022,"
					
					123 mins",2.96,"800,612 ratings",2.4K fans,"1,034,877 members","116,296 lists","203,044 members"
Talk to Me,Horror,Causeway Films,Australia,English,2022,"
					
					95 mins",3.56,"752,580 ratings",2.2K fans,"878,336 members","166,022 lists","262,805 members"
Thor: Love and Thunder,Action,Marvel Studios,USA,English,2022,"
					
					119 mins",2.48,"943,796 ratings",205 fans,"1,298,397 members","214,037 lists","194,144 members"
Tangled,Family,Walt Disney Animation Studios,USA,English,2010,"
					
					100 mins",3.93,"1,003,092 ratings",27K fans,"1,942,446 members","165,853 lists","531,848 members"
Avengers: Age of Ultron,Action,Marvel Studios,USA,English,2015,"
					
					141 mins",3.09,"1,085,580 ratings",1.4K fans,"2,016,527 members","216,076 lists","371,107 members"
The Departed,Crime,Warner Bros. Pictures,Hong Kong,English,2006,"
					
					151 mins",4.31,"844,049 ratings",17K fans,"1,262,893 members","225,773 lists","421,934 members"
Jaws,Adventure,Zanuck/Brown Productions,USA,English,1975,"
					
					124 mins",3.96,"852,510 ratings",17K fans,"1,535,524 members","246,064 lists","394,378 members"
Birdman or (The Unexpected Virtue of Ignorance),Drama,TSG Entertainment,USA,English,2014,"
					
					120 mins",3.99,"806,801 ratings",11K fans,"1,253,607 members","167,329 lists","376,407 members"
The Nightmare Before Christmas,Family,Touchstone Pictures,USA,English,1993,"
					
					76 mins",3.95,"890,211 ratings",15K fans,"1,683,948 members","194,453 lists","506,860 members"
Fargo,Crime,PolyGram Filmed Entertainment,UK,English,1996,"
					
					98 mins",4.21,"742,043 ratings",12K fans,"1,120,302 members","198,796 lists","382,363 members"
Split,Thriller,Universal Pictures,USA,English,2016,"
					
					117 mins",3.46,"992,885 ratings",2.9K fans,"1,618,515 members","116,766 lists","371,219 members"
The Suicide Squad,Action,DC Films,USA,English,2021,"
					
					132 mins",3.51,"914,857 ratings",3.1K fans,"1,341,017 members","182,252 lists","368,386 members"
Harry Potter and the Order of the Phoenix,Adventure,Warner Bros. Pictures,UK,English,2007,"
					
					138 mins",3.64,"997,684 ratings",3K fans,"2,070,220 members","142,532 lists","436,126 members"
The Martian,Drama,Scott Free Productions,UK,English,2015,"
					
					141 mins",3.75,"993,019 ratings",5.7K fans,"1,708,094 members","120,723 lists","443,144 members"
Perfect Blue,Thriller,Madhouse,Japan,Japanese,1997,"
					
					82 mins",4.4,"556,200 ratings",31K fans,"745,396 members","192,567 lists","342,202 members"
Clueless,Drama,Paramount,USA,English,1995,"
					
					97 mins",3.72,"851,845 ratings",17K fans,"1,543,705 members","189,041 lists","468,472 members"
Star Wars: The Last Jedi,Adventure,Lucasfilm Ltd.,USA,English,2017,"
					
					152 mins",2.97,"1,025,113 ratings",2.7K fans,"1,735,189 members","205,809 lists","326,278 members"
Mamma Mia!,Comedy,Littlestar,Germany,English,2008,"
					
					108 mins",3.76,"823,812 ratings",45K fans,"1,440,557 members","180,223 lists","439,832 members"
Shrek 2,Family,DreamWorks Animation,USA,English,2004,"
					
					93 mins",4.04,"951,455 ratings",21K fans,"1,945,745 members","140,183 lists","478,676 members"
Encanto,Animation,Walt Disney Animation Studios,USA,English,2021,"
					
					102 mins",3.53,"901,665 ratings",2.6K fans,"1,371,319 members","127,838 lists","345,842 members"
Bodies Bodies Bodies,Mystery,A24,USA,English,2022,"
					
					94 mins",3.33,"674,791 ratings",2.9K fans,"810,501 members","164,451 lists","231,331 members"
The Zone of Interest,Drama,A24,Poland,German,2023,"
					
					105 mins",3.88,"561,774 ratings",1.9K fans,"674,866 members","180,993 lists","168,578 members"
Black Widow,Science Fiction,Marvel Studios,USA,English,2021,"
					
					134 mins",2.93,"935,498 ratings",2.7K fans,"1,411,079 members","214,364 lists","278,486 members"
Society of the Snow,History,El Arriero Films,Spain,Spanish,2023,"
					
					144 mins",4.13,"703,333 ratings",6.5K fans,"801,046 members","109,780 lists","300,596 members"
Juno,Romance,Mandate Pictures,USA,English,2007,"
					
					96 mins",3.73,"792,009 ratings",20K fans,"1,418,367 members","151,800 lists","393,593 members"
Twilight,Romance,Summit Entertainment,USA,English,2008,"
					
					122 mins",2.91,"876,090 ratings",22K fans,"1,671,181 members","145,762 lists","324,878 members"
Last Night in Soho,Thriller,Film4 Productions,UK,English,2021,"
					
					116 mins",3.41,"662,897 ratings",6K fans,"834,295 members","159,725 lists","237,514 members"
Brokeback Mountain,Romance,Focus Features,Canada,English,2005,"
					
					134 mins",4.1,"635,586 ratings",19K fans,"997,238 members","173,305 lists","329,698 members"
No Hard Feelings,Comedy,Excellent Cadaver,USA,English,2023,"
					
					104 mins",3.06,"768,514 ratings",627 fans,"946,583 members","115,465 lists","208,663 members"
Star Wars: Episode I – The Phantom Menace,Action,Lucasfilm Ltd.,USA,English,1999,"
					
					136 mins",2.9,"954,464 ratings",1.5K fans,"1,692,692 members","189,592 lists","309,864 members"
The Big Lebowski,Crime,PolyGram Filmed Entertainment,UK,English,1998,"
					
					117 mins",4.13,"770,744 ratings",27K fans,"1,217,770 members","191,275 lists","414,372 members"
Mulholland Drive,Mystery,Asymmetrical Productions,France,English,2001,"
					
					147 mins",4.24,"552,966 ratings",33K fans,"826,634 members","247,005 lists","296,937 members"
Léon: The Professional,Crime,Gaumont,USA,English,1994,"
					
					111 mins",4.03,"793,370 ratings",19K fans,"1,266,356 members","135,826 lists","413,659 members"
Scarface,Drama,Universal Pictures,USA,English,1983,"
					
					169 mins",4.11,"731,316 ratings",22K fans,"1,137,491 members","157,851 lists","362,339 members"
Shang-Chi and the Legend of the Ten Rings,Adventure,Marvel Studios,USA,English,2021,"
					
					132 mins",3.45,"903,602 ratings",1.2K fans,"1,322,269 members","213,875 lists","333,280 members"
"I, Tonya",Drama,LuckyChap Entertainment,USA,English,2017,"
					
					120 mins",3.85,"741,742 ratings",6K fans,"1,128,726 members","124,759 lists","343,997 members"
The Godfather: Part II,Crime,Paramount,USA,English,1974,"
					
					202 mins",4.59,"703,609 ratings",25K fans,"1,097,384 members","218,087 lists","397,401 members"
Harry Potter and the Half-Blood Prince,Adventure,Warner Bros. Pictures,UK,English,2009,"
					
					153 mins",3.66,"952,510 ratings",4.1K fans,"1,980,986 members","141,686 lists","414,176 members"
Captain Marvel,Science Fiction,Marvel Studios,USA,English,2019,"
					
					124 mins",2.7,"1,013,916 ratings",697 fans,"1,698,799 members","223,849 lists","265,247 members"
Moonrise Kingdom,Romance,Indian Paintbrush,USA,English,2012,"
					
					94 mins",4.02,"697,435 ratings",16K fans,"1,101,316 members","201,840 lists","389,267 members"
Harry Potter and the Deathly Hallows: Part 1,Fantasy,Warner Bros. Pictures,UK,English,2010,"
					
					146 mins",3.69,"954,675 ratings",1.3K fans,"1,986,315 members","140,959 lists","412,487 members"
Rogue One: A Star Wars Story,Adventure,Lucasfilm Ltd.,USA,English,2016,"
					
					133 mins",3.72,"954,088 ratings",5.9K fans,"1,564,946 members","191,300 lists","438,590 members"
Ferris Bueller’s Day Off,Comedy,Paramount,USA,English,1986,"
					
					103 mins",3.93,"818,121 ratings",24K fans,"1,449,445 members","170,025 lists","463,228 members"
12 Angry Men,Drama,United Artists,USA,English,1957,"
					
					97 mins",4.62,"634,397 ratings",32K fans,"929,120 members","197,288 lists","365,956 members"
The Thing,Mystery,Universal Pictures,USA,English,1982,"
					
					109 mins",4.35,"646,799 ratings",37K fans,"912,691 members","279,629 lists","371,301 members"
The Nice Guys,Action,Silver Pictures,USA,English,2016,"
					
					116 mins",3.83,"752,494 ratings",10K fans,"1,061,241 members","139,274 lists","347,759 members"
Ant-Man,Adventure,Marvel Studios,USA,English,2015,"
					
					117 mins",3.23,"987,320 ratings",519 fans,"1,827,899 members","201,765 lists","355,410 members"
Logan,Drama,Hutch Parker Entertainment,USA,English,2017,"
					
					137 mins",4.1,"884,427 ratings",7.4K fans,"1,409,627 members","185,038 lists","463,284 members"
Edward Scissorhands,Drama,20th Century Fox,USA,English,1990,"
					
					105 mins",3.86,"792,740 ratings",13K fans,"1,517,972 members","162,027 lists","435,508 members"
Kill Bill: Vol. 2,Thriller,Super Cool ManChu,USA,English,2004,"
					
					136 mins",4.06,"813,342 ratings",5.3K fans,"1,342,214 members","169,454 lists","410,937 members"
Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy,Walt Disney Pictures,USA,English,2003,"
					
					143 mins",3.92,"901,299 ratings",8.1K fans,"1,839,577 members","132,981 lists","441,375 members"
The Amazing Spider-Man,Science Fiction,Marvel Entertainment,USA,English,2012,"
					
					136 mins",3.3,"934,191 ratings",6.7K fans,"1,726,118 members","170,177 lists","356,963 members"
The Notebook,Romance,New Line Cinema,USA,English,2004,"
					
					123 mins",3.69,"767,830 ratings",25K fans,"1,326,826 members","136,740 lists","348,139 members"
Elvis,History,Warner Bros. Pictures,Australia,English,2022,"
					
					159 mins",3.34,"740,337 ratings",4K fans,"966,493 members","151,391 lists","228,338 members"
Saving Private Ryan,History,DreamWorks Pictures,USA,English,1998,"
					
					169 mins",4.23,"780,102 ratings",9.3K fans,"1,320,408 members","180,676 lists","368,619 members"
BlacKkKlansman,Drama,Focus Features,USA,English,2018,"
					
					136 mins",3.94,"768,879 ratings",2.7K fans,"1,124,697 members","129,876 lists","357,819 members"
Trainspotting,Drama,Figment Films,UK,English,1996,"
					
					94 mins",4.2,"660,490 ratings",32K fans,"1,043,090 members","156,179 lists","360,197 members"
The Revenant,Western,Monarchy Enterprises S.a.r.l.,Canada,English,2015,"
					
					157 mins",3.87,"842,950 ratings",4.4K fans,"1,353,147 members","128,400 lists","343,671 members"
Captain America: The First Avenger,Science Fiction,Marvel Studios,USA,English,2011,"
					
					124 mins",3.26,"963,164 ratings",1.2K fans,"1,830,847 members","208,620 lists","347,934 members"
Black Panther: Wakanda Forever,Adventure,Marvel Studios,USA,English,2022,"
					
					162 mins",3.36,"782,219 ratings",5.5K fans,"1,062,728 members","199,899 lists","266,955 members"
American Beauty,Drama,DreamWorks Pictures,USA,English,1999,"
					
					122 mins",3.96,"723,350 ratings",12K fans,"1,228,504 members","158,578 lists","336,044 members"
