Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
Bicycle Thieves,Drama,Produzioni De Sica,Italy,Italian,1948,4.31,170819,2800,265010,95867,82365,89
Ran,Drama,Nippon Herald Films,Japan,Japanese,1985,4.5,126750,4300,176789,91303,66466,160
Three Colours: Blue,Drama,France 3 Cinéma,France,French,1993,4.17,159063,3600,240103,72083,76452,98
Independence Day,Adventure,20th Century Fox,USA,English,1996,3.32,272432,787,553038,51462,87325,145
Amsterdam,Mystery,DreamCrew,USA,English,2022,2.55,195723,140,249423,42832,31786,134
Mirror,History,Mosfilm,USSR,Russian,1975,4.34,112177,7400,171539,80447,62821,107
The Wicker Man,Horror,British Lion Films,UK,English,1973,3.96,167425,3500,240891,84006,75331,88
Lolita,Crime,Metro-Goldwyn-Mayer,UK,English,1962,3.5,152173,805,268461,62739,47609,154
Once Upon a Time in the West,Drama,Paramount,Italy,English,1968,4.39,160924,6200,248977,92466,80387,166
Kung Fu Panda 3,Adventure,DreamWorks Animation,China,English,2016,3.26,289597,541,534683,45827,80691,95
Skinamarink,Horror,ERO Picture Company,Canada,English,2022,2.86,146224,1200,178526,53014,44712,100
Thanksgiving,Mystery,Electromagnetic Productions,USA,English,2023,3.03,198956,153,226958,54136,57160,106
Black Mirror: Bandersnatch,Science Fiction,House of Tomorrow,UK,English,2018,3.23,294960,326,522164,29604,84685,90
Cure,Crime,Daiei Film,Japan,Japanese,1997,4.24,118975,4500,152895,71650,60207,111
Mrs. Doubtfire,Comedy,20th Century Fox,USA,English,1993,3.61,267467,1500,603320,48713,111790,125
Cape Fear,Crime,Amblin Entertainment,USA,English,1991,3.71,203939,584,302873,68617,71251,128
High School Musical 2,Music,First Street Films,USA,English,2007,3.18,264569,1600,646370,50791,92164,108
Rush Hour,Crime,Roger Birnbaum Productions,USA,English,1998,3.53,261344,2100,490074,39428,98874,98
Saint Maud,Horror,Film4 Productions,UK,English,2019,3.5,166603,691,209650,74690,54968,85
The Lost City,Adventure,Paramount,USA,English,2022,2.77,240781,54,333842,51559,51481,112
One Day,Drama,Color Force,UK,English,2011,3.4,205417,4500,334200,43912,82177,107
Lisa Frankenstein,Comedy,MXN Entertainment,USA,English,2024,3.41,152354,3300,172506,54302,69616,102
From Dusk Till Dawn,Crime,Los Hooligans Productions,USA,English,1996,3.51,229490,1200,378347,58273,89356,108
Pocahontas,Animation,Walt Disney Pictures,USA,English,1995,3.22,270307,365,732510,52430,78933,81
Sing,Music,Illumination,Japan,English,2016,3.03,300597,619,580129,39131,74460,108
The King’s Man,Thriller,Marv,UK,English,2021,2.77,237146,118,334867,40749,48263,131
Vice,Drama,Annapurna Pictures,USA,English,2018,3.42,222539,378,320732,50993,58913,132
Cléo from 5 to 7,Drama,Rome-Paris Films,France,French,1962,4.2,142706,4400,203784,85760,75940,90
I Saw the Devil,Thriller,Softbank Ventures,South Korea,Korean,2010,4.04,164436,2400,222643,70705,69920,144
The Lost Boys,Comedy,Warner Bros. Pictures,USA,English,1987,3.64,189401,6700,301073,85506,94569,97
A.I. Artificial Intelligence,Drama,Warner Bros. Pictures,USA,English,2001,3.6,200671,1800,377325,64316,70933,146
Ferrari,History,Forward Pass,UK,English,2023,3.22,161695,96,189362,57052,39703,131
"As Above, So Below",Horror,Brothers Dowdle Productions,France,English,2014,3.16,219171,3000,314801,55203,73440,93
Lars and the Real Girl,Romance,Sidney Kimmel Entertainment,USA,English,2007,3.8,171425,2200,262212,44376,75173,106
The Meg,Action,Apelles Entertainment,China,English,2018,2.34,280658,389,424704,42199,45641,113
Army of Darkness,Comedy,Renaissance Pictures,USA,English,1992,3.71,202225,2700,296541,87617,99306,81
American Pie,Romance,Summit Entertainment,USA,English,1999,3.09,264521,731,553878,41037,69188,95
Alien: Covenant,Science Fiction,Scott Free Productions,UK,English,2017,2.96,256060,249,401070,66838,61539,122
Panic Room,Thriller,Columbia Pictures,USA,English,2002,3.5,223686,201,391971,60242,66564,111
The Da Vinci Code,Mystery,Imagine Entertainment,USA,English,2006,3.09,260651,960,536732,31330,62592,149
White Noise,Comedy,Heyday Films,UK,English,2022,2.99,171638,180,216769,49705,36609,136
Kung Fu Panda 4,Fantasy,DreamWorks Animation,USA,English,2024,2.74,195084,154,225556,43511,41042,94
Quantum of Solace,Thriller,EON Productions,UK,English,2008,2.82,277871,50,503725,53584,51834,106
Robots,Science Fiction,Blue Sky Studios,USA,English,2005,3.24,271787,1200,635961,39844,90439,91
Dune,Adventure,Dino De Laurentiis Company,USA,English,1984,2.78,180583,728,275795,53127,48221,137
King Kong,Drama,Universal Pictures,New Zealand,English,2005,3.35,290364,918,577150,47581,91802,187
Halloween Ends,Horror,Universal Pictures,USA,English,2022,2.11,213544,131,268308,82556,34797,111
Roman Holiday,Romance,Paramount,USA,English,1953,4.14,144290,5500,243046,74907,80250,119
The Lorax,Animation,Universal Pictures,Japan,English,2012,3.13,274158,1700,562427,39754,77717,86
Vivarium,Mystery,Fantastic Films,Belgium,English,2019,2.79,207490,456,273929,39485,42716,97
The Tale of the Princess Kaguya,Fantasy,Studio Ghibli,Japan,Japanese,2013,4.24,155730,5200,230814,75706,83615,137
Cars 3,Animation,Pixar,USA,English,2017,2.97,273435,808,513044,66005,61949,102
Dark Phoenix,Action,Genre Films,USA,English,2019,2.06,264040,53,418264,67498,32383,114
Creed II,Drama,Metro-Goldwyn-Mayer,USA,English,2018,3.52,252306,773,353474,53589,80419,130
Platoon,War,Hemdale Film Corporation,UK,English,1986,3.96,193173,1100,310664,73571,70438,120
Searching,Thriller,Stage 6 Films,USA,English,2018,3.72,226577,478,317803,46788,78022,102
The Room,Romance,Chloe Productions,USA,English,2003,2.6,188482,1900,340865,40821,83287,99
Wind River,Thriller,Savvy Media Holdings,France,English,2017,3.83,225315,829,306594,50827,79063,107
An American Werewolf in London,Comedy,American Werewolf Inc.,UK,English,1981,3.84,176474,2400,269220,91520,83767,97
The Fallout,Drama,Clear Horizon Entertainment,USA,English,2021,3.52,188025,1600,238465,41721,66037,96
Pitch Perfect 2,Music,Brownstone Productions,USA,English,2015,2.91,264707,1400,560835,37377,71872,115
2 Fast 2 Furious,Action,Ardustry Entertainment,Germany,English,2003,2.92,260425,1900,473844,51824,72819,108
Total Recall,Action,Carolco Pictures,USA,English,1990,3.82,212935,1200,363341,64306,90814,113
Kubo and the Two Strings,Adventure,Laika,USA,English,2016,3.93,213706,1400,353108,56348,102365,102
Lamb,Drama,Black Spark Film & TV,Iceland,Icelandic,2021,3.13,157882,308,200389,52397,39729,106
War Dogs,Comedy,The Mark Gordon Company,USA,English,2016,3.39,258312,767,389611,30596,73606,114
Rio,Adventure,Blue Sky Studios,USA,English,2011,3.28,282476,1200,631897,36701,81367,96
Set It Up,Comedy,Treehouse Pictures,USA,English,2018,3.31,215426,1700,334858,51815,76510,105
The Guardians of the Galaxy Holiday Special,Science Fiction,Marvel Studios,USA,English,2022,3.25,224747,32,314924,68706,75583,45
The Lovely Bones,Fantasy,WingNut Films,UK,English,2009,3.31,222082,2000,403313,39024,70285,136
Office Space,Comedy,20th Century Fox,USA,English,1999,3.73,216255,1800,360389,49166,96511,90
When Evil Lurks,Horror,Machaco Films,Argentina,Spanish,2023,3.57,163682,583,186017,49913,59265,99
Chicken Little,Animation,Walt Disney Pictures,USA,English,2005,2.75,275836,528,686849,43858,66888,81
Miss Congeniality,Crime,Village Roadshow Pictures,USA,English,2000,3.32,232146,1000,502091,46798,86483,111
The Peanut Butter Falcon,Drama,Armory Films,USA,English,2019,3.84,189461,1600,254617,46486,79201,97
Taken,Thriller,EuropaCorp,France,English,2008,3.48,270837,782,523899,34885,79782,94
In Time,Thriller,New Regency Pictures,USA,English,2011,2.88,263523,880,476002,27734,59914,109
No One Will Save You,Science Fiction,20th Century Studios,USA,English,2023,3.04,179822,84,209643,52095,46431,93
The Wailing,Horror,Fox International Productions,South Korea,Korean,2016,3.98,160008,2000,211516,68087,64937,156
Argylle,Action,Marv,UK,English,2024,2.3,170654,107,194173,46676,28908,139
Bad Times at the El Royale,Crime,20th Century Fox,USA,English,2018,3.47,203488,701,289798,45155,66134,141
Contagion,Drama,Participant,USA,English,2011,3.37,235821,128,409978,37266,61009,106
Mary Poppins,Family,Walt Disney Productions,USA,English,1964,3.89,227899,2500,540024,69536,105862,139
Antichrist,Thriller,Zentropa Entertainments,Germany,English,2009,3.4,160969,1200,249448,64793,50092,109
The Cabinet of Dr. Caligari,Crime,Decla Film Gesellschaft Holz & Co.,Germany,No spoken language,1920,4.07,139997,1900,231818,85422,68261,78
Three Colours: Red,Mystery,"Zespół Filmowy ""Tor""",France,French,1994,4.34,119123,3500,181139,69150,64100,100
Love & Other Drugs,Comedy,Fox 2000 Pictures,USA,English,2010,3.15,219476,906,383066,36651,61755,112
The Big Sick,Drama,FilmNation Entertainment,USA,English,2017,3.76,216780,464,346514,54038,86792,120
True Romance,Romance,Morgan Creek Entertainment,France,English,1993,3.94,168360,5100,253796,63677,76926,120
Drive-Away Dolls,Comedy,Working Title Films,UK,English,2024,2.88,130614,197,153211,50799,35373,84
Brother Bear,Animation,Walt Disney Feature Animation,USA,English,2003,3.65,249162,3200,561485,54731,102603,85
Percy Jackson & the Olympians: The Lightning Thief,Adventure,1492 Pictures,USA,English,2010,2.56,275195,451,572183,30003,56084,118
Treasure Planet,Fantasy,Walt Disney Pictures,USA,English,2002,3.83,214647,5500,418904,59910,107504,95
Gran Turismo,Adventure,PlayStation Productions,USA,English,2023,3.34,201955,1300,237367,44991,65529,135
Gattaca,Thriller,Jersey Films,USA,English,1997,3.78,195467,3400,345366,45616,80136,106
Constantine,Fantasy,Village Roadshow Pictures,Germany,English,2005,3.33,229373,2000,400610,43629,83789,121
M,Thriller,Nero-Film AG,Germany,German,1931,4.32,136795,1600,209550,91260,64540,111
Fantastic Four,Science Fiction,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,Germany,English,2005,2.44,290172,92,654284,38372,51573,106
"Crouching Tiger, Hidden Dragon",Drama,China Film Co-Production Corporation,China,Chinese,2000,4.04,174524,1900,311565,73231,79570,120
Blade,Action,New Line Cinema,USA,English,1998,3.42,208269,1200,364239,58550,78428,121
Only Lovers Left Alive,Drama,Recorded Picture Company,France,English,2013,3.81,148049,4500,226335,57274,73246,123
Tokyo Story,Drama,Shochiku,Japan,Japanese,1953,4.43,95058,3000,141221,83404,49821,137
National Treasure,Thriller,Walt Disney Pictures,USA,English,2004,3.26,252995,1800,536199,40899,84565,131
Dumb and Dumber,Comedy,New Line Cinema,USA,English,1994,3.33,264100,2300,556652,43744,85941,107
West Side Story,Romance,Seven Arts Productions,USA,English,1961,3.82,168038,2600,336258,84874,73197,151
Unforgiven,Western,Warner Bros. Pictures,USA,English,1992,4.2,178669,1800,266285,92133,75741,130
Fast Five,Crime,Original Film,USA,English,2011,3.45,253667,1800,458289,58942,81006,130
The Jungle Book,Animation,Walt Disney Pictures,UK,English,2016,3.2,274789,93,562645,44441,68562,106
The Visit,Thriller,Blumhouse Productions,Japan,English,2015,3.06,229536,378,343208,56519,58444,94
Fast X,Crime,Universal Pictures,USA,English,2023,2.48,202346,179,255546,63422,41149,142
The Intern,Comedy,Warner Bros. Pictures,USA,English,2015,3.26,240430,1100,429736,31635,74308,121
Starship Troopers,Adventure,TriStar Pictures,USA,English,1997,3.81,205489,2400,327209,54936,93063,129
Missing,Thriller,Stage 6 Films,USA,English,2023,3.48,195000,285,233000,47672,59248,111
The Blind Side,Drama,Alcon Entertainment,USA,English,2009,3.31,272060,1200,552417,37328,76123,129
"Hail, Caesar!",Crime,Universal Pictures,UK,English,2016,3.25,199702,238,316533,54152,54411,106
Furious 7,Action,Original Film,USA,English,2015,3.24,258430,1100,470714,60714,72814,137
Maze Runner: The Scorch Trials,Thriller,Temple Hill Entertainment,USA,English,2015,2.92,268965,719,466995,32637,65752,131
All About My Mother,Comedy,Renn Productions,Spain,Spanish,1999,4.15,147836,5500,218255,64309,75946,101
Candyman,Thriller,Propaganda Films,USA,English,1992,3.64,174918,1200,270043,79813,74238,100
Primal Fear,Drama,Paramount,USA,English,1996,3.88,188811,2500,265591,39221,70152,129
Violent Night,Crime,87North Productions,Canada,English,2022,3.04,190572,81,232204,50304,57778,111
Madagascar: Escape 2 Africa,Animation,DreamWorks Animation,USA,English,2008,3.1,276407,358,676651,39009,68559,89
Captain Phillips,Action,Columbia Pictures,USA,English,2013,3.74,253620,380,420312,41596,76576,134
Atomic Blonde,Thriller,Focus Features,Sweden,English,2017,3.27,203087,959,328195,45367,64531,115
Columbus,Drama,Nonetheless Productions,USA,English,2017,3.98,99609,4400,131440,50586,49071,105
Murder Mystery,Action,Vinson Films,USA,English,2019,2.65,270926,299,445598,32140,53211,97
Gone with the Wind,Romance,Selznick International Pictures,USA,English,1939,3.84,146604,3700,278106,86436,57082,233
Terrifier,Horror,Dark Age Cinema,USA,English,2016,2.44,213599,1100,276485,47322,47492,84
You’ve Got Mail,Comedy,Warner Bros. Pictures,USA,English,1998,3.47,189227,3700,356515,59935,72876,119
After Yang,Science Fiction,A24,USA,English,2021,3.85,115079,1100,143168,57724,48140,96
Paranormal Activity,Horror,Blumhouse Productions,USA,English,2007,2.87,251175,359,507078,59360,56875,86
The Dreamers,Drama,Fiction Films,Belgium,English,2003,3.58,150432,5100,243166,40973,64054,115
The Man from U.N.C.L.E.,Action,Wigram Productions,USA,English,2015,3.45,230637,1400,381519,39361,81213,116
Ice Age: The Meltdown,Adventure,20th Century Fox Animation,USA,English,2006,3.05,278490,148,733895,31971,63583,91
Run,Thriller,Search Party,USA,English,2020,3.16,224891,178,299857,37852,50660,90
Logan Lucky,Crime,Fingerprint Releasing,USA,English,2017,3.54,213261,456,314103,45912,74310,118
Possessor,Science Fiction,Rhombus Media,Australia,English,2020,3.59,146697,613,183682,64110,52393,104
Brooklyn,Drama,Wildgaze Films,Canada,English,2015,3.78,168368,1900,277211,51141,69852,111
Pineapple Express,Comedy,Columbia Pictures,USA,English,2008,3.31,247233,1200,459140,38004,84381,111
Child’s Play,Horror,United Artists,USA,English,1988,3.32,215880,1400,377915,79436,76692,87
The King of Staten Island,Drama,Universal Pictures,USA,English,2020,3.45,196550,708,280359,39125,67825,137
TRON: Legacy,Action,Walt Disney Pictures,USA,English,2010,3.14,240597,4200,475400,42507,78171,125
The Adventures of Tintin,Adventure,Paramount,New Zealand,English,2011,3.58,236816,1100,458538,53609,84037,107
Three Thousand Years of Longing,Romance,FilmNation Entertainment,Australia,English,2022,3.38,148681,296,186309,45688,46112,108
Mad Max,Action,Kennedy Miller Productions,Australia,English,1979,3.32,195304,606,313918,57681,61659,91
Bambi,Drama,Walt Disney Productions,USA,English,1942,3.5,230865,609,643163,57206,73842,70
Let the Right One In,Horror,EFTI,Germany,Swedish,2008,4.05,157269,2200,256684,84274,74253,114
Fantasia,Family,Walt Disney Productions,USA,English,1940,3.9,188830,1300,462823,68245,86625,124
War of the Worlds,Science Fiction,Paramount,USA,English,2005,3.28,237724,821,418333,59496,65528,117
Dogville,Crime,Zentropa Entertainments,Denmark,English,2003,4.15,115997,3600,182027,53243,55152,178
In the Heights,Romance,Likely Story,USA,English,2021,3.49,188757,818,265792,55169,66033,143
Crash,Drama,Téléfilm Canada,Canada,English,1996,3.68,121399,2900,186824,61753,49770,100
A Man Called Otto,Drama,Playtone,Sweden,English,2022,3.54,195993,928,240555,34713,65242,126
Ghost World,Comedy,Mr. Mudd Production,Germany,English,2001,3.61,147309,3200,240203,55210,66379,111
Rush,Drama,Revolution Films,UK,English,2013,3.8,227114,1800,338919,39767,79085,123
The Founder,History,Speedie Distribution,Greece,English,2016,3.39,237113,271,367793,28000,60564,115
27 Dresses,Romance,Fox 2000 Pictures,USA,English,2008,3.16,194761,1800,372507,53610,68720,111
Pinocchio,Animation,Walt Disney Productions,USA,English,1940,3.49,233067,350,619714,60717,71061,88
Cha Cha Real Smooth,Drama,Picturestart,USA,English,2022,3.83,127461,1600,154860,51517,56853,108
Upgrade,Science Fiction,Goalpost Pictures,Australia,English,2018,3.66,197782,704,268060,50196,74597,100
Cinderella,Fantasy,Walt Disney Productions,USA,English,1950,3.49,234206,676,608046,60553,75827,74
Enola Holmes 2,Adventure,Legendary Pictures,USA,English,2022,3.26,224401,517,318653,29189,65429,129
Super 8,Science Fiction,Paramount,USA,English,2011,3.48,231218,1600,433056,43716,81125,112
The Conversation,Drama,The Directors Company,USA,English,1974,4.17,139680,1600,202269,73360,61698,113
Star Trek,Science Fiction,Paramount,USA,English,2009,3.62,247862,858,482259,50084,89527,127
The Nun II,Horror,New Line Cinema,USA,English,2023,2.32,204782,147,245817,45064,31610,110
Shame,Drama,HanWay Films,Canada,English,2011,3.8,163023,1400,256429,48556,56805,102
The Hurt Locker,Drama,Film Capital Europe Funds (FCEF ),USA,English,2008,3.75,211301,352,361916,65300,66290,131
Straight Outta Compton,Drama,Broken Chair Flickz,UK,English,2015,3.78,224065,881,360127,38782,82011,147
Bottle Rocket,Comedy,Gracie Films,USA,English,1996,3.53,147736,1100,220405,70379,58628,91
Miss Peregrine’s Home for Peculiar Children,Adventure,Big Screen Productions,Belgium,English,2016,3.05,242443,2000,454835,38238,70687,127
