Movie Name,Genre,Studio,Country,Primary Language,Release Year,Avg Rating,Raters,Fans,Watched,Lists,Likes,Duration (minutes)
¡Three Amigos!,Western,L.A. Films,USA,English,1986,3.27,46451,245,89507,13205,16410,103
Metropolitan,Romance,Westerly Films,USA,English,1990,3.82,26460,506,39533,16948,11830,99
Dead Man’s Shoes,Crime,EM Media,UK,English,2004,3.77,29333,651,39547,12176,10858,90
The Heartbreak Kid,Romance,20th Century Fox,USA,English,1972,3.92,16654,258,23647,18439,8073,105
Before We Go,Comedy,Wonderland Sound and Vision,USA,English,2014,3.07,41727,256,73103,9236,12357,89
Mimic,Horror,Dimension Films,USA,English,1997,2.96,36562,12,59791,17104,8306,105
The Nanny Diaries,Drama,The Weinstein Company,USA,English,2007,3.03,44361,104,89861,10341,12227,106
The Counselor,Thriller,Scott Free Productions,Spain,English,2013,2.67,40264,40,60328,14449,6535,117
Bull Durham,Romance,The Mount Company,USA,English,1988,3.53,37839,367,62678,20530,13671,108
United 93,Action,Sidney Kimmel Entertainment,France,English,2006,3.72,44030,40,73985,16789,10852,111
They/Them,Horror,Blumhouse Productions,USA,English,2022,1.65,36501,14,43420,12253,2944,101
The Three Musketeers: D’Artagnan,Adventure,Pathé,Belgium,French,2023,3.4,46761,71,57658,10140,12586,121
Scary Movie 5,Comedy,Dimension Films,USA,English,2013,1.56,58496,42,111579,10139,6113,86
Lords of Dogtown,Drama,Columbia Pictures,Germany,English,2005,3.61,35688,725,64229,10440,15219,107
Bloodshot,Adventure,Cross Creek Pictures,Canada,English,2020,2.14,53080,8,73493,13182,6265,110
Wait Until Dark,Thriller,Warner Bros. Pictures,USA,English,1967,3.89,27716,154,41409,18085,11860,108
Cobra,Action,The Cannon Group,USA,English,1986,2.97,42713,117,68344,14683,12456,87
Frozen,Thriller,ArieScope Pictures,USA,English,2010,2.67,49964,29,80601,12093,8881,93
Dark Water,Thriller,Office Augusta Co. Ltd.,Japan,Japanese,2002,3.46,30116,100,47463,17160,9673,101
Johnny English Strikes Again,Comedy,Working Title Films,UK,English,2018,2.76,60936,45,105498,7971,10718,89
The Strangers: Chapter 1,Thriller,Fifth Element Productions,UK,English,2024,2.08,31321,24,34674,11568,4070,91
Kiss Me Deadly,Mystery,Parklane Pictures Inc.,USA,English,1955,3.97,22786,152,34905,28265,10220,106
if…,Drama,Paramount,UK,English,1968,3.77,23824,276,38112,22478,8542,112
Tom Clancy’s Without Remorse,Action,Weed Road Pictures,USA,English,2021,2.58,50544,12,65922,10809,8115,109
The Smurfs 2,Comedy,NeoReel,USA,English,2013,1.96,64546,43,149676,10238,7387,105
Grimsby,Comedy,Columbia Pictures,UK,English,2016,2.65,57077,119,85308,8520,10367,83
Once Upon a Time in Mexico,Action,Columbia Pictures,USA,English,2003,3.0,50200,52,99695,11134,12076,102
John Mulaney: The Comeback Kid,Comedy,3 Arts Entertainment,USA,English,2015,4.15,46565,35,101294,7395,28273,62
Annie,Drama,Marcy Media,USA,English,2014,2.72,54177,397,115567,11598,12862,119
Stray Dog,Drama,Film Art Association,Japan,Japanese,1949,3.98,24906,136,35980,20700,10804,122
Trouble in Paradise,Comedy,Paramount,USA,English,1932,4.09,22730,251,34047,25662,11122,83
Muppet Treasure Island,Comedy,Walt Disney Pictures,UK,English,1996,3.51,43236,531,90160,14666,18005,100
Make Way for Tomorrow,Romance,Paramount,USA,English,1937,4.22,14811,120,21480,23828,7547,92
Silent Night,Horror,Marv,UK,English,2021,2.91,35147,13,43811,12652,6893,92
Monster Hunter,Adventure,Capcom,China,English,2020,2.01,46506,14,59811,11393,5549,104
Girl with a Pearl Earring,Romance,Archer Street Productions,France,English,2003,3.19,33080,45,68676,9006,7359,101
Stolen Kisses,Comedy,Les Films du Carrosse,France,French,1968,3.9,25369,309,38325,16333,11187,90
Leprechaun,Comedy,Lionsgate,USA,English,1993,2.35,44134,38,73801,18311,9505,91
Hostel: Part II,Horror,Next Entertainment,USA,English,2007,2.7,51589,83,84183,15736,10794,93
Bingo: The King of the Mornings,Comedy,Warner Bros. Pictures,Brazil,Portuguese,2017,3.87,39068,326,45534,7556,15816,113
The Rescuers Down Under,Adventure,Walt Disney Pictures,USA,English,1990,3.2,47299,24,116220,21002,13541,77
The Brothers Grimm,Fantasy,Summit Entertainment,UK,English,2005,2.71,49704,26,109199,10581,8675,118
Prisoners of the Ghostland,Fantasy,ELEVEN ARTS Studios,USA,English,2021,2.45,29138,7,36922,14731,5186,103
Bully,Crime,StudioCanal,France,English,2001,3.41,27129,278,41713,10920,9254,113
Dicks: The Musical,Comedy,A24,USA,English,2023,2.96,28845,59,35419,13354,8651,86
Psycho II,Thriller,Universal Pictures,USA,English,1983,3.39,33800,71,49649,20129,12099,113
The Upside,Comedy,Escape Artists,USA,English,2017,3.22,49828,97,75886,9506,13113,126
Bug,Drama,LIFT Productions,Germany,English,2006,3.51,28696,69,41989,16717,9814,98
Kronk’s New Groove,Animation,Disney Television Animation,USA,English,2005,3.01,53868,85,130239,10701,15053,75
"Throw Away Your Books, Rally in the Streets",Drama,Jinriki Hikoki Sha,Japan,Japanese,1971,4.16,11299,636,16823,12359,6875,137
Maborosi,Drama,TV Man Union,Japan,Japanese,1995,4.09,17518,535,24365,13572,8930,110
Beethoven,Family,Northern Lights Entertainment,USA,English,1992,2.77,54766,57,158887,9908,10235,87
2 Guns,Comedy,Universal Pictures,USA,English,2013,2.87,58366,29,97260,9436,10648,109
Beanpole,Drama,Non-Stop Productions,Russian Federation,Russian,2019,3.81,24637,183,34309,13508,8439,134
Waitress,Comedy,Night & Day Pictures,USA,English,2007,3.63,30042,441,54734,13743,13265,108
The Wicker Man,Thriller,Millennium Media,Germany,English,2006,1.94,44815,36,78825,15116,6362,102
The Ladykillers,Thriller,Touchstone Pictures,USA,English,2004,2.88,46946,13,82270,16067,8194,104
To Have and Have Not,Adventure,Warner Bros. Pictures,USA,English,1944,3.89,27391,191,43035,21453,11538,100
Shame,War,SF Studios,Sweden,Swedish,1968,4.18,20452,204,29524,21654,9323,103
Come to Daddy,Mystery,Scythia Films,Ireland,English,2019,3.1,36954,17,46886,12850,9035,96
Secret of the Wings,Fantasy,DisneyToon Studios,India,English,2012,3.45,50715,291,120889,12458,18479,75
Frost/Nixon,History,Universal Pictures,France,English,2008,3.72,42580,42,71243,15678,11334,122
Evolution,Action,DreamWorks Pictures,USA,English,2001,2.8,53081,95,103295,9474,12428,101
The Ruins,Horror,Spyglass Entertainment,USA,English,2008,2.8,45378,28,65198,14292,9334,91
Anna and the Apocalypse,Comedy,Parkhouse Pictures,UK,English,2017,3.1,33297,132,42625,19780,10328,98
Tolkien,Romance,Fox Searchlight Pictures,USA,English,2019,3.14,38321,88,55171,10151,8868,112
Wolf Creek,Thriller,Dimension Films,Australia,English,2005,3.01,40858,45,64701,17613,9097,104
The Italian Job,Comedy,Paramount,UK,English,1969,3.52,34579,403,55199,13569,11210,99
Journey to Italy,Romance,Sveva Film,Italy,Italian,1954,3.82,22311,112,34210,25096,8116,85
Pete’s Dragon,Family,Whitaker Entertainment,USA,English,2016,3.09,46171,35,80804,14976,10688,103
Sydney White,Comedy,Morgan Creek Entertainment,USA,English,2007,2.74,43378,56,95331,11334,10835,108
The Monster Squad,Horror,TriStar Pictures,USA,English,1987,3.4,36418,330,54861,22484,14940,82
Magic in the Moonlight,Drama,Perdido Productions,France,English,2014,2.97,43317,45,74083,9895,8422,98
Aparajito,Drama,Epic Productions,India,"Bengali, Bangla",1956,4.22,20035,160,29276,23976,10164,110
Shane,Drama,Paramount,USA,English,1953,3.72,28709,125,46479,27209,9392,118
47 Meters Down: Uncaged,Drama,The Fyzz,USA,English,2019,2.11,50550,35,72739,12500,6365,90
Star Trek IV: The Voyage Home,Science Fiction,Paramount,USA,English,1986,3.69,43931,633,75471,21287,19213,118
Before I Wake,Horror,MICA Entertainment,USA,English,2016,2.84,46797,73,70806,12930,9298,97
Spenser Confidential,Thriller,Film 44,USA,English,2020,2.45,57850,11,84360,10470,8380,110
The Silence,Romance,SF Studios,Sweden,Swedish,1963,3.98,24914,129,38153,22215,9665,95
The Addiction,Horror,Fast Films,USA,English,1995,3.62,22781,143,32254,19433,9380,82
A Better Tomorrow,Drama,"Cinema City Co., Ltd.",Hong Kong,Cantonese,1986,3.87,26352,271,37937,15233,11531,95
Phineas and Ferb: The Movie: Across the 2nd Dimension,TV Movie,Disney Television Animation,USA,English,2011,3.6,53045,231,122892,9925,20382,78
The Out-Laws,Romance,Happy Madison Productions,USA,English,2023,2.18,48948,7,61560,9401,6272,95
"Batman: The Long Halloween, Part One",Action,DC Entertainment,USA,English,2021,3.48,44362,28,57709,17677,15080,85
Dating Amber,Drama,Tilted Pictures,Ireland,English,2020,3.59,33278,174,42960,12635,13322,92
Bad Taste,Action,WingNut Films,New Zealand,English,1987,3.27,31567,146,50653,17648,11168,92
Love & Pop,Drama,Toei Company,Japan,Japanese,1998,4.1,14750,806,20303,11900,9226,110
Lovesong,Romance,Soandbrad,USA,English,2016,3.4,19421,119,28962,12679,6413,85
Microhabitat,Romance,KwangHwaMoon Cinema,South Korea,Korean,2017,3.96,19044,717,25161,11258,10101,106
The Switch,Comedy,Mandate Pictures,USA,English,2010,2.74,50570,55,110839,8988,9759,101
A Star Is Born,Romance,Transcona Enterprises,USA,English,1954,3.87,20975,167,34612,23295,8395,176
Babette’s Feast,Drama,Rungstedlundfonden,Denmark,Danish,1987,4.01,22385,570,35140,20064,10572,102
Greenberg,Drama,Scott Rudin Productions,USA,English,2010,3.16,34370,25,55205,11342,7330,107
The Thin Man,Mystery,Metro-Goldwyn-Mayer,USA,English,1934,3.95,27391,473,42179,25237,13545,91
The Mauritanian,Thriller,30WEST,UK,English,2021,3.62,39152,59,49655,10655,10104,129
Head-On,Drama,Corazón International,Germany,German,2004,4.01,33312,1600,48357,14758,14765,117
Beverly Hills Chihuahua,Family,Walt Disney Pictures,USA,English,2008,2.3,52915,202,142771,10028,10293,91
The Perfect Storm,Adventure,Baltimore/Spring Creek Pictures,USA,English,2000,3.11,51365,70,98469,12240,10176,130
Promare,Action,TRIGGER,Japan,Japanese,2019,3.76,34327,867,46737,11842,16223,111
J. Edgar,Crime,Imagine Entertainment,USA,English,2011,2.89,40555,6,68642,11679,5420,137
Noelle,Comedy,Walt Disney Pictures,USA,English,2019,2.75,44424,9,70202,15000,9689,100
The Kindergarten Teacher,Drama,Maven Screen Media,Canada,English,2018,3.49,34710,50,48652,10548,9217,96
In This Corner of the World,Animation,GENCO,Japan,Japanese,2016,4.04,26550,493,38466,13564,12583,130
The Stranger,Thriller,Anonymous Content,Australia,English,2022,3.47,37906,50,46172,9409,9688,117
Blue Jean,Drama,BBC Film,UK,English,2022,3.82,26687,287,32699,13045,10380,97
Motherless Brooklyn,Drama,Class 5 Films,USA,English,2019,3.18,38952,59,52107,10858,8704,145
Chariots of Fire,History,Enigma Productions,UK,English,1981,3.37,29512,170,51608,26062,6790,124
The Mother and the Whore,Comedy,V.M. Productions,France,French,1973,4.15,12885,517,19606,20374,6854,219
Barking Dogs Never Bite,Drama,CJ Entertainment,South Korea,Korean,2000,3.53,26629,79,35685,14504,8898,110
I Spit on Your Grave,Thriller,Anchor Bay Films,USA,English,2010,2.49,48150,103,78987,13358,7621,103
"Ruby Gillman, Teenage Kraken",Comedy,DreamWorks Animation,USA,English,2023,2.5,39617,34,47179,15410,6321,91
Hard to Be a God,Science Fiction,Sever Studio,Russian Federation,Russian,2013,3.83,12284,317,18329,14859,5149,177
Children of Heaven,Family,Kanoon,Iran,Persian (Farsi),1997,4.11,27088,553,41933,14444,12648,89
Serenity,Drama,Nebulastar,UK,English,2019,2.1,38309,19,52912,11783,4993,102
Four Brothers,Action,Paramount,USA,English,2005,3.17,50909,260,87249,9813,13618,109
Bean,Adventure,Working Title Films,UK,English,1997,3.15,57318,71,126219,8041,13189,89
The Adventures of Robin Hood,History,Warner Bros. Pictures,USA,English,1938,3.85,31396,278,55937,27092,12897,102
Confessions of a Dangerous Mind,Comedy,Miramax,Canada,English,2002,3.43,32805,44,55754,11005,8743,113
Words Bubble Up Like Soda Pop,Romance,Signal.MD,Japan,Japanese,2020,3.45,43075,366,57012,9235,15395,88
I Am Number Four,Adventure,Touchstone Pictures,India,English,2011,2.3,58300,56,130719,8233,7600,109
Lethal Weapon 3,Thriller,Silver Pictures,USA,English,1992,3.19,52277,31,101469,13661,13970,118
"It’s a Mad, Mad, Mad, Mad World",Action,United Artists,USA,English,1963,3.69,26817,403,45492,17617,10991,197
Night Moves,Crime,Layton Productions,USA,English,1975,3.74,26681,75,37036,15393,10038,100
Studio 666,Music,Roswell Films,USA,English,2022,2.73,34051,72,41333,13048,9672,106
The Swimmers,Drama,Working Title Films,Turkey,English,2022,3.66,44410,111,56972,7576,12739,134
River’s Edge,Thriller,Island,USA,English,1986,3.5,23428,190,34744,11744,9171,100
The Mission,Drama,AMLF,France,English,1986,3.66,31053,232,50152,16889,9480,126
St. Elmo’s Fire,Romance,Columbia Pictures,USA,English,1985,3.0,33952,318,58260,13475,9770,110
Transit,Drama,Schramm Film,France,German,2018,3.86,28814,197,39188,14010,10805,102
Nocturne,Horror,Blumhouse Television,USA,English,2020,2.8,37940,61,47407,10947,7066,90
The Immigrant,Drama,Kingsgate Films,USA,English,2013,3.55,28534,24,43656,11508,7576,117
Heavy Metal,Science Fiction,Canadian Film Development Corporation,Canada,English,1981,3.31,30795,251,51841,15681,11970,90
The Dirty Dozen,Adventure,Seven Arts Pictures,UK,English,1967,3.81,31912,84,51297,17578,11978,150
A City of Sadness,Drama,ERA International,Hong Kong,Chinese,1989,4.13,10647,180,16093,17724,5056,159
Son of the White Mare,Adventure,Pannónia Filmstúdió,Hungary,Hungarian,1981,4.19,13626,359,19121,16123,8092,86
Suffragette,Drama,Ruby Films,France,English,2015,3.32,40840,63,72878,10177,10024,106
November,Romance,Homeless Bob Production,Estonia,Estonian,2017,3.8,15531,327,20895,16503,6857,115
A New Leaf,Romance,Elkins Entertainment,USA,English,1971,3.91,21935,338,30336,17099,11401,102
Perfect Sense,Drama,BBC Film,Germany,English,2011,3.57,29471,319,45476,8435,10587,93
Nowhere Boy,Drama,Lipsync Productions,Canada,English,2009,3.36,35137,219,58823,9784,11121,98
The Boys in the Band,Drama,Ryan Murphy Productions,USA,English,2020,3.38,39188,348,53150,11259,11384,121
A Field in England,Thriller,Rook Films,UK,English,2013,3.43,25670,220,36234,17488,8802,90
Slums of Beverly Hills,Comedy,Fox Searchlight Pictures,USA,English,1998,3.52,23087,220,37196,10886,10560,91
Osmosis Jones,Action,Conundrum Entertainment,USA,English,2001,2.98,50082,60,117612,9078,13178,95
Monsters,Drama,Vertigo Films,UK,English,2010,3.21,39650,59,62213,13374,9687,94
Living in Oblivion,Comedy,JDI productions,USA,English,1995,3.85,26205,230,37865,12025,12546,90
From Here to Eternity,War,Columbia Pictures,USA,English,1953,3.76,24752,78,39118,29855,7673,118
xXx,Action,Columbia Pictures,USA,English,2002,2.49,57706,53,122482,9294,8583,124
In the Line of Fire,Drama,Castle Rock Entertainment,USA,English,1993,3.5,44011,27,71306,12365,12242,128
Elizabethtown,Drama,Paramount,Germany,English,2005,2.93,34515,390,70599,10715,9303,123
Luther: The Fallen Sun,Crime,Chernin Entertainment,UK,English,2023,2.89,47927,18,59024,8161,8143,129
The Wrong Missy,Comedy,QC Entertainment,USA,English,2020,2.15,52821,69,77805,9622,7961,90
The Taste of Tea,Comedy,AOI Pro.,Japan,Japanese,2004,4.12,11615,861,16681,10648,7382,143
Fist of Fury,Action,Orange Sky Golden Harvest,Hong Kong,Chinese,1972,3.63,33082,116,54892,16912,12775,108
The House with a Clock in Its Walls,Fantasy,Amblin Entertainment,Canada,English,2018,2.72,44868,15,71282,12721,8668,105
Midway,Action,AGC Studios,Canada,English,2019,2.82,47928,113,64345,12340,8947,138
House at the End of the Street,Horror,A Bigger Boat,USA,English,2012,2.31,51754,20,92101,10372,6256,101
Cargo,Horror,Metrol Technology,Australia,English,2017,3.1,46476,46,66202,12125,9881,105
Gods of Egypt,Adventure,Thunder Road,Australia,English,2016,1.91,54341,38,85853,9685,6330,127
The Summit of the Gods,Mystery,Julianne Films,France,French,2021,4.0,31630,393,38733,11490,13816,95
80 for Brady,Drama,199 Productions,USA,English,2023,2.9,33889,42,42425,14117,9743,98
Krisha,Drama,Hoody Boy Productions,USA,English,2015,3.7,24486,48,32668,17661,8205,81
Miss Sloane,Drama,FilmNation Entertainment,France,English,2016,3.65,39958,264,57138,9313,12036,133
Deerskin,Comedy,Atelier de Production,Belgium,French,2019,3.59,34551,134,45712,11833,11273,77
Big Fat Liar,Comedy,Tollin/Robbins Productions,USA,English,2002,2.82,47178,143,124212,10302,13073,88
Nightbreed,Fantasy,Seraphim Films,USA,English,1990,3.26,29581,192,42886,17701,11160,120
The Gospel According to St. Matthew,Drama,Arco Film,Italy,Italian,1964,4.02,19917,327,30089,21450,8669,137
The Boat That Rocked,Drama,Universal Pictures,UK,English,2009,3.58,43561,640,77253,10403,15546,135
The Return,Drama,Ren Film,Russian Federation,Russian,2003,4.13,25103,564,36303,15283,10882,111
The Grandmaster,Action,Jet Tone Films,China,Chinese,2013,3.54,29536,91,43245,15442,8977,130
Good Grief,Comedy,Not a Real Production Company,UK,English,2023,2.98,35953,32,42816,7730,7725,101
Notes on a Scandal,Drama,Fox Searchlight Pictures,USA,English,2006,3.66,36093,133,55245,11476,10619,92
The Masque of the Red Death,Drama,Alta Vista Productions,USA,English,1964,3.61,24191,97,36694,22358,9978,90
Law of Desire,Comedy,Laurenfilm,Spain,Spanish,1987,3.78,30291,467,41924,14175,12596,102
Dragon Ball Super: Super Hero,Animation,Toei Animation,Japan,Japanese,2022,3.43,44827,196,53559,11149,17722,99
Antebellum,Horror,Lionsgate,USA,English,2020,2.65,38275,41,50909,12034,6228,105
Barbie in A Mermaid Tale,Fantasy,Rainmaker Entertainment,USA,English,2010,3.61,47210,310,103046,14132,19032,75
White Oleander,Drama,John Wells Productions,Germany,English,2002,3.73,23442,1400,37029,10092,12561,109
Chitty Chitty Bang Bang,Family,United Artists,UK,English,1968,3.41,42664,426,102524,16009,15044,144
8 Women,Thriller,Fidélité Productions,France,French,2002,3.72,27129,570,42750,13587,11380,111
The Party,Comedy,Adventure Pictures,Denmark,English,2017,3.33,29702,144,39777,8936,8371,71
Charlie Wilson’s War,Drama,Universal Pictures,Germany,English,2007,3.23,42584,19,71590,11639,8728,102
Choose Love,Comedy,Front Row Films,USA,English,2023,1.67,39882,5,50612,6375,3361,77
Light Sleeper,Drama,Fine Line Features,USA,English,1992,3.7,23439,109,31655,10906,9446,103
Devil in a Blue Dress,Thriller,Mundy Lane Entertainment,USA,English,1995,3.66,28015,75,39157,14522,11318,102
St. Vincent,Comedy,Chernin Entertainment,USA,English,2014,3.36,48207,57,79359,9009,12417,102
Cliffhanger,Thriller,Carolco Pictures,France,English,1993,3.19,46322,26,79400,13436,11858,112
Paranoid Park,Crime,MK2 Films,France,English,2007,3.54,31032,300,48321,11936,11064,85
No,History,Canana,Mexico,Spanish,2012,3.78,27634,80,42011,11973,10119,118
The Wedding Date,Romance,Visionview Productions,UK,English,2005,2.94,39903,231,73752,12938,12044,88
Twilight Zone: The Movie,Science Fiction,Warner Bros. Pictures,USA,English,1983,3.18,33557,10,60810,17119,9586,101
The Electrical Life of Louis Wain,History,StudioCanal,UK,English,2021,3.59,29137,314,37786,9767,10854,111
Alone,Horror,Mill House Motion Pictures,USA,English,2020,3.01,39261,6,48471,9637,7958,98
Spanglish,Comedy,Gracie Films,USA,English,2004,2.82,47863,135,101212,10135,10514,130
Road Trip,Adventure,DreamWorks Pictures,USA,English,2000,2.8,52789,43,101112,9728,11078,93
Enys Men,Drama,Bosena,UK,English,2022,3.06,22616,59,28960,12401,6217,91
Flatliners,Horror,Stonebridge Entertainment,USA,English,1990,3.15,38102,68,69872,13552,10284,115
Ghostwatch,Mystery,BBC,UK,English,1992,3.83,24768,161,32175,15527,12087,91
Drunken Master,Comedy,Seasonal Film Corporation,Hong Kong,Cantonese,1978,3.76,36326,187,61625,12968,14893,111
Miracle Mile,Thriller,Miracle Mile Productions Inc.,USA,English,1988,3.81,21779,350,28832,13749,9805,88
After We Fell,Drama,Voltage Pictures,France,English,2021,1.42,48542,65,75555,8499,4707,99
Elite Squad: The Enemy Within,Action,Feijão Filmes,Brazil,Portuguese,2010,3.89,48603,329,71300,9651,17044,115
Bad Genius,Crime,Jor Kwang Films,Thailand,Thai,2017,3.89,36368,270,50556,9963,13594,130
About Elly,Drama,Dreamlab,France,Persian (Farsi),2009,4.11,31217,296,46008,11861,13298,119
Killer’s Kiss,Thriller,Minotaur Productions,USA,English,1955,3.16,30571,9,43082,19454,6646,68
The Texas Chainsaw Massacre: The Beginning,Horror,Texas Chainsaw Productions,USA,English,2006,2.6,46872,195,75321,19056,9655,91
Investigation of a Citizen Above Suspicion,Drama,Vera Film,Italy,Italian,1970,4.14,22795,469,30961,18258,10806,111
The Bad Batch,Drama,Annapurna Pictures,USA,English,2016,2.59,36183,46,51872,12037,6345,119
All Dogs Go to Heaven,Family,Goldcrest,Ireland,English,1989,3.42,41998,257,110221,13547,15777,89
Support the Girls,Drama,Burn Later Productions,USA,English,2018,3.55,30151,39,40585,14771,10708,91
Beyond the Valley of the Dolls,Comedy,20th Century Fox,USA,English,1970,3.54,16868,377,26452,18938,7745,109
How Green Was My Valley,Drama,20th Century Fox,USA,English,1941,4.01,22785,288,34093,29167,9093,118
Patriot Games,Action,Paramount,USA,English,1992,3.26,45495,16,81769,11669,11188,117
The Fire Within,Drama,Nouvelles Éditions de Films (NEF),France,French,1963,4.13,17385,1000,25273,14195,9087,108
Water for Elephants,Drama,Big Screen Productions,USA,English,2011,3.11,43341,114,92542,8572,9591,122
Sisters,Comedy,Little Stranger,USA,English,2015,2.67,48807,39,98176,8813,9117,118
Rosetta,Drama,ARP Sélection,Belgium,French,1999,3.93,20524,288,30936,18119,8202,95
Dark Star,Comedy,Jack H. Harris Enterprises,USA,English,1974,3.09,29140,82,42697,18573,8628,83
Stranger by the Lake,Thriller,Les films du Worso,France,French,2013,3.62,26213,174,38546,15949,8449,97
Kamikaze Girls,Comedy,Amuse Pictures,Japan,Japanese,2004,4.06,19845,2000,27297,12067,13644,102
Logan’s Run,Action,Metro-Goldwyn-Mayer,USA,English,1976,3.28,30936,134,54012,16344,10143,119
Shaft,Action,Shaft Productions,USA,English,1971,3.44,25698,66,42600,20999,9253,100
"Good Night, and Good Luck.",History,Warner Independent Pictures,USA,English,2005,3.69,36095,49,62611,16656,10505,92
Dog Soldiers,Thriller,The Victor Film Company,Luxembourg,English,2002,3.37,35627,220,51138,17335,12963,105
Big Momma’s House,Comedy,Regency Enterprises,Germany,English,2000,2.46,58037,99,133836,7507,9343,98
From Hell,Horror,Underworld Entertainment,Czechia,English,2001,3.03,46531,28,87409,12997,9573,122
The First Time,Comedy,Destination Films,USA,English,2012,2.8,44287,133,98151,10799,11480,95
Brain Damage,Comedy,Palisades Partners,USA,English,1988,3.53,26620,263,35795,19756,12244,86
The Lego Ninjago Movie,Adventure,Lin Pictures,Australia,English,2017,2.94,49018,334,73365,12991,12052,101
Smokey and the Bandit,Adventure,Universal Pictures,USA,English,1977,3.57,36659,561,57253,14265,15510,96
Amistad,History,DreamWorks Pictures,USA,English,1997,3.44,34792,17,60812,17826,8133,155
Oasis,Drama,UniKorea Pictures,South Korea,Korean,2002,4.06,14568,274,20781,12010,6541,132
Touki Bouki,Drama,Studio Kankourama,Senegal,Wolof,1973,3.82,17664,236,26611,22052,8074,91
Dirty Rotten Scoundrels,Comedy,Orion Pictures,USA,English,1988,3.68,39509,257,68071,12287,15710,110
We Own the Night,Drama,2929 Productions,USA,English,2007,3.53,35430,70,53045,10608,10581,118
Red River,Western,United Artists,USA,English,1948,3.97,23439,76,35927,27086,9335,133
John Mulaney & The Sack Lunch Bunch,Family,A Petunia Picture,USA,English,2019,3.69,36792,16,67298,7787,17526,70
The Phantom of the Opera,Drama,Universal Pictures,USA,No spoken language,1925,3.72,23211,123,38084,26544,9380,107
Monsieur Hulot’s Holiday,Comedy,DisCina,France,French,1953,3.73,25276,185,40948,25164,10084,87
Femme,Drama,Agile Films,UK,English,2023,3.72,22229,121,26286,8496,7946,99
The Amityville Horror,Thriller,Metro-Goldwyn-Mayer,USA,English,2005,2.57,49241,42,93500,14495,7774,90
The Long Kiss Goodnight,Action,The Steve Tisch Company,USA,English,1996,3.4,34408,101,55224,14097,11960,121
Zookeeper,Family,Broken Road Productions,USA,English,2011,2.06,59418,32,132393,8076,7720,102
Shadow of the Vampire,Horror,BBC Film,Luxembourg,English,2000,3.52,25788,47,41117,15656,8772,92
"They Shoot Horses, Don’t They?",Drama,Palomar Pictures International,USA,English,1969,4.16,17286,367,24979,16610,8139,120
Adrift,Thriller,STXfilms,Hong Kong,English,2018,3.13,45345,89,71185,9858,9767,96
Professor Marston and the Wonder Women,Drama,Topple Productions,USA,English,2017,3.64,29804,229,42304,14916,11878,108
The Family Man,Romance,Beacon Pictures,USA,English,2000,3.23,43625,159,79391,12973,12070,125
Harriet,History,Stay Gold Features,USA,English,2019,3.24,35632,72,48727,14141,8630,125
Jack the Giant Slayer,Fantasy,New Line Cinema,USA,English,2013,2.42,58582,34,115750,8924,7387,114
Excision,Drama,New Normal Films,USA,English,2012,3.24,24811,152,34425,15261,8133,81
Gothika,Mystery,Dark Castle Entertainment,USA,English,2003,2.66,44493,58,85640,10786,8021,98
I Vitelloni,Comedy,Peg-Films,Italy,Italian,1953,3.96,27198,204,40345,19658,11133,103
One from the Heart,Drama,American Zoetrope,USA,English,1981,3.56,15925,158,22660,12516,6515,107
Extremely Loud & Incredibly Close,Drama,Warner Bros. Pictures,USA,English,2011,3.07,41140,135,81041,12730,8952,129
Return to Oz,Adventure,Oz Productions Ltd.,UK,English,1985,3.4,31143,396,58026,16977,12508,109
The Wind Will Carry Us,Drama,MK2 Films,Iran,Persian (Farsi),1999,4.03,20736,340,31784,14222,9700,118
Hunger,Drama,Song Sound Production,Thailand,Thai,2023,3.15,43111,42,51813,5926,8290,145
An Extremely Goofy Movie,Animation,Disney Television Animation,Australia,English,2000,3.25,46851,113,115177,10563,16163,79
The Day the Earth Stood Still,Drama,Dune Entertainment III,Canada,English,2008,2.28,54026,12,102884,9135,5539,104
Arachnophobia,Comedy,Amblin Entertainment,USA,English,1990,3.23,41259,41,77757,16107,12369,109
Demons,Drama,Matsumoto Production,Japan,Japanese,1971,4.19,8606,185,11995,13675,4666,134
Stowaway,Science Fiction,RainMaker Films,Germany,English,2021,2.78,43446,12,56093,8850,6374,117
The Lunchbox,Drama,UTV Motion Pictures,France,Hindi,2013,3.98,33914,641,49816,11711,17004,104
The Nutcracker and the Four Realms,Adventure,Walt Disney Pictures,USA,English,2018,2.4,43113,39,72895,12738,6252,99
A Man Called Ove,Drama,Nordsvensk Filmunderhållning,Norway,Swedish,2015,3.84,36956,302,51589,9855,12350,116
Planes,Adventure,Walt Disney Pictures,USA,English,2013,2.08,58651,67,119679,10721,6138,91
El Mariachi,Action,Columbia Pictures,Mexico,Spanish,1992,3.41,35972,100,66255,13862,12194,81
Spring,Horror,XYZ Films,Italy,English,2014,3.46,28631,144,38012,15604,9743,109
Alex Strangelove,Drama,Mighty Engine,USA,English,2018,2.47,50456,51,83905,10567,8159,99
TMNT,Family,Imagi Animation Studios,Hong Kong,English,2007,2.92,50555,148,98519,13255,13241,86
Barbie and the Magic of Pegasus,Animation,Mattel,USA,English,2005,3.56,43042,266,109232,14831,17238,85
Trance,Thriller,Pathé,France,English,2013,3.12,38958,76,59390,11871,7219,101
